球団,選手名,ポジション,打率,打数,得点,安打,二塁打,三塁打,本塁打,打点,三振,四球,死球,犠打,盗塁,失策,出塁率,長打率,OPS,ISO,期間
広島東洋カープ,渡邉 悠斗,内野手,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,2026/05/26_2026/05/31
広島東洋カープ,西川 篤夢,内野手,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,2026/05/26_2026/05/31
広島東洋カープ,仲田 侑仁,内野手,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,2026/05/26_2026/05/31
広島東洋カープ,内田 湘大,内野手,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,2026/05/26_2026/05/31
広島東洋カープ,辰見 鴻之介,内野手,0.000,2,0,0,0,0,0,0,1,0,0,0,0,0,0.000,0.000,0.000,0.000,2026/05/26_2026/05/31
広島東洋カープ,前川 誠太,内野手,0.000,5,0,0,0,0,0,0,1,1,0,0,0,0,0.167,0.000,0.167,0.000,2026/05/26_2026/05/31
広島東洋カープ,佐藤 啓介,内野手,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,2026/05/26_2026/05/31
広島東洋カープ,モンテロ,内野手,0.111,18,0,2,1,0,0,1,7,2,0,0,0,1,0.182,0.167,0.348,0.056,2026/05/26_2026/05/31
広島東洋カープ,二俣 翔一,内野手,0.000,5,0,0,0,0,0,0,1,0,0,0,0,0,0.000,0.000,0.000,0.000,2026/05/26_2026/05/31
広島東洋カープ,秋山 翔吾,外野手,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,2026/05/26_2026/05/31
広島東洋カープ,野間 峻祥,外野手,0.000,1,0,0,0,0,0,0,1,0,0,0,0,0,0.000,0.000,0.000,0.000,2026/05/26_2026/05/31
広島東洋カープ,平川 蓮,外野手,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,2026/05/26_2026/05/31
広島東洋カープ,末包 昇大,外野手,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,2026/05/26_2026/05/31
広島東洋カープ,久保 修,外野手,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,2026/05/26_2026/05/31
広島東洋カープ,大盛 穂,外野手,0.263,19,2,5,2,0,1,2,9,2,0,0,1,0,0.269,0.526,0.796,0.263,2026/05/26_2026/05/31
広島東洋カープ,田村 俊介,外野手,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,2026/05/26_2026/05/31
広島東洋カープ,ファビアン,外野手,0.200,10,0,2,1,0,0,0,1,0,0,0,0,0,0.167,0.300,0.467,0.100,2026/05/26_2026/05/31
広島東洋カープ,名原 典彦,外野手,0.292,24,3,7,0,0,1,2,2,0,0,1,1,0,0.226,0.417,0.642,0.125,2026/05/26_2026/05/31
広島東洋カープ,中村 奨成,外野手,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,2026/05/26_2026/05/31
広島東洋カープ,中村 貴浩,外野手,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,2026/05/26_2026/05/31
広島東洋カープ,安竹 俊喜,捕手,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,2026/05/26_2026/05/31
広島東洋カープ,小林 結太,捕手,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,2026/05/26_2026/05/31
