球団,選手名,ポジション,防御率,投球回,投球アウト数,投球数,打者,被安打,被本塁打,奪三振,与四球,与死球,ボーク,失点,自責点,WHIP,期間
オリックス・バファローズ,河内 康介,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,上田 大河,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,渡邉 勇太朗,投手,2.571428571,7,21,112,30,7,0,8,2,0,0,2,2,1.285714286,2026/07/05_2026/07/10
埼玉西武ライオンズ,髙橋 光成,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,與座 海人,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,隅田 知一郎,投手,4.5,6,18,90,23,5,1,4,0,0,0,3,3,0.8333333333,2026/07/05_2026/07/10
埼玉西武ライオンズ,松本 航,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,佐藤 隼輔,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,岩城 颯空,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,武内 夏暉,投手,1.285714286,7,21,104,26,4,0,8,1,0,0,1,1,0.7142857143,2026/07/05_2026/07/10
埼玉西武ライオンズ,糸川 亮太,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,青山 美夏人,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,ワイナンス,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,甲斐野 央,投手,0,2,6,22,6,0,0,4,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,山田 陽翔,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,堀越 啓太,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,成田 晴風,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,ボー・タカハシ,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,羽田 慎之介,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,ウィンゲンター,投手,0,2,6,37,9,2,0,1,2,0,0,0,0,2,2026/07/05_2026/07/10
埼玉西武ライオンズ,狩生 聖真,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,杉山 遙希,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,篠原 響,投手,16.2,1.2,5,50,13,4,0,1,4,0,0,3,3,4.8,2026/07/05_2026/07/10
埼玉西武ライオンズ,黒木 優太,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,Ｅ．ラミレス,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,黒田 将矢,投手,9,1,3,27,6,2,0,1,1,0,0,1,1,3,2026/07/05_2026/07/10
埼玉西武ライオンズ,中村 祐太,投手,0,1,3,11,3,0,0,2,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,平良 海馬,投手,0,5,15,102,20,4,0,7,3,0,0,0,0,1.4,2026/07/05_2026/07/10
埼玉西武ライオンズ,冨士 大和,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,豆田 泰志,投手,0,2,6,23,7,0,0,3,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,菅井 信也,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,佐藤 爽,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,浜屋 将太,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,上間 永遠,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,佐々木 健,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,宮澤 太成,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,斎藤 佳紳,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,三浦 大輝,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,濱岡 蒼太,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,シンクレア,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,森脇 亮介,投手,0,1.1,4,16,4,0,0,1,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,平口 寛人,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,川下 将勲,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,木瀬 翔太,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,正木 悠馬,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,高橋 礼,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,ムサ,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,フレッド,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,ゴンザレス,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
埼玉西武ライオンズ,オリバー,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,岸 孝之,投手,0,6,18,89,23,4,0,7,1,0,0,1,0,0.8333333333,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,藤原 聡大,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,コントレラス,投手,9,4,12,73,19,6,2,1,1,1,0,4,4,2,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,古謝 樹,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,前田 健太,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,荘司 康誠,投手,7.2,5,15,107,24,6,1,7,4,0,0,4,4,2,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,伊藤 樹,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,早川 隆久,投手,4.5,6,18,110,28,6,0,4,3,1,0,3,3,1.666666667,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,ウレーニャ,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,中込 陽翔,投手,18,1,3,15,7,3,0,0,0,1,0,2,2,4,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,酒居 知史,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,田中 千晴,投手,0,2,6,30,10,3,0,0,1,0,0,0,0,2,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,渡辺 翔太,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,江原 雅裕,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,加治屋 蓮,投手,9,1,3,19,5,1,0,1,0,1,0,1,1,2,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,宋 家豪,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,九谷 瑠,投手,0,3,9,50,12,0,0,5,3,0,0,0,0,1,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,藤平 尚真,投手,0,2,6,16,7,1,0,0,0,0,0,0,0,0.5,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,藤井 聖,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,西垣 雅矢,投手,9,1,3,19,5,2,0,2,0,0,0,1,1,2,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,津留﨑 大成,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,坂井 陽翔,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,日當 直喜,投手,0,1,3,12,3,0,0,1,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,鈴木 翔天,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,瀧中 瞭太,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,辛島 航,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,泰 勝利,投手,0,2,6,26,8,1,0,2,1,0,0,0,0,1,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,古賀 康誠,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,西口 直人,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,林 優樹,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,今野 龍太,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,大内 誠弥,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,内 星龍,投手,4.5,2,6,20,8,2,1,1,0,0,0,1,1,1,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,柴田 大地,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,伊藤 大晟,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,ゴンザレス,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,德山 一翔,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,松田 啄磨,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,中沢 匠磨,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
東北楽天ゴールデンイーグルス,蕭 齊,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,カスティーヨ,投手,0,1.2,5,15,6,1,0,0,0,0,0,0,0,0.6,2026/07/05_2026/07/10
千葉ロッテマリーンズ,毛利 海大,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,小島 和哉,投手,9,3,9,58,14,2,1,4,2,1,0,3,3,1.666666667,2026/07/05_2026/07/10
千葉ロッテマリーンズ,横山 陸人,投手,0,0.1,1,10,4,2,0,0,1,0,0,2,0,9,2026/07/05_2026/07/10
千葉ロッテマリーンズ,種市 篤暉,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,石垣 元気,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,唐川 侑己,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,石川 柊太,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,東妻 勇輔,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,菊地 吏玖,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,西野 勇士,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,廣畑 敦也,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,大谷 輝龍,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,八木 彬,投手,6.75,4,12,62,16,4,1,3,0,0,0,3,3,1,2026/07/05_2026/07/10
千葉ロッテマリーンズ,高野 脩汰,投手,0,1,3,18,4,0,0,0,1,0,0,0,0,1,2026/07/05_2026/07/10
千葉ロッテマリーンズ,田中 晴也,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,坂本 光士郎,投手,0,1,3,17,3,0,0,1,1,0,0,0,0,1,2026/07/05_2026/07/10
千葉ロッテマリーンズ,小野 郁,投手,9,2,6,28,8,2,1,2,0,0,0,2,2,1,2026/07/05_2026/07/10
千葉ロッテマリーンズ,奥村 頼人,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,一條 力真,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,ジャクソン,投手,2.571428571,7,21,100,27,6,0,4,1,0,0,2,2,1,2026/07/05_2026/07/10
千葉ロッテマリーンズ,冨士 隼斗,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,鈴木 昭汰,投手,0,2,6,44,9,2,0,2,1,1,0,0,0,2,2026/07/05_2026/07/10
千葉ロッテマリーンズ,益田 直也,投手,5.4,1.2,5,24,7,1,1,1,1,0,0,1,1,1.2,2026/07/05_2026/07/10
千葉ロッテマリーンズ,木村 優人,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,澤田 圭佑,投手,36,1,3,20,7,3,2,1,1,0,0,4,4,4,2026/07/05_2026/07/10
千葉ロッテマリーンズ,中森 俊介,投手,0,2,6,20,7,1,0,0,0,0,0,0,0,0.5,2026/07/05_2026/07/10
千葉ロッテマリーンズ,河村 説人,投手,1.8,5,15,82,22,6,1,0,2,0,0,1,1,1.6,2026/07/05_2026/07/10
千葉ロッテマリーンズ,早坂 響,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,大聖,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,坂井 遼,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,廣池 康志郎,投手,10.8,3.1,10,71,19,7,1,4,2,0,0,4,4,2.7,2026/07/05_2026/07/10
千葉ロッテマリーンズ,宮﨑 颯,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,ロング,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,吉川 悠斗,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,本前 郁也,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,森 遼大朗,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,秋山 正雲,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,中村 亮太,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,永島田 輝斗,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,中山 優人,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,髙橋 快秀,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,茨木 佑太,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,長島 幸佑,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,武内 涼太,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
千葉ロッテマリーンズ,ラドニー,投手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/05_2026/07/10
