試合ID,試合日,曜日,リーグ区分,ホーム/ビジター,球団,対戦球団,投手フルネーム,登板順,登板区分,結果,投球数,打者,投球回,投球回(アウト),奪三振,暴投,ボーク,失点,自責点,試合防御率
20260701_H-L_13,2026-07-01,水,パ・リーグ公式戦,ホーム,福岡ソフトバンクホークス,埼玉西武ライオンズ,中村 稔弥,2,救援,,11,3,1,3,1,0,0,0,0,0.00
20260701_H-L_13,2026-07-01,水,パ・リーグ公式戦,ホーム,福岡ソフトバンクホークス,埼玉西武ライオンズ,大竹 風雅,3,救援,,19,4,1,3,1,0,0,0,0,0.00
20260701_F-B_14,2026-07-01,水,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,オリックス・バファローズ,加藤 貴之,1,先発,勝,108,29,9,27,3,0,0,0,0,0.00
20260630_F-B_13,2026-06-30,火,パ・リーグ公式戦,ビジター,オリックス・バファローズ,北海道日本ハムファイターズ,Ｓ．ジェリー,1,先発,敗,48,16,2.1,7,2,0,0,5,5,19.29
20260630_F-B_13,2026-06-30,火,パ・リーグ公式戦,ビジター,オリックス・バファローズ,北海道日本ハムファイターズ,博志,2,救援,,50,12,3.2,11,4,0,0,0,0,0.00
20260630_F-B_13,2026-06-30,火,パ・リーグ公式戦,ビジター,オリックス・バファローズ,北海道日本ハムファイターズ,吉田 輝星,3,救援,,38,7,1,3,2,0,0,2,2,18.00
20260630_F-B_13,2026-06-30,火,パ・リーグ公式戦,ビジター,オリックス・バファローズ,北海道日本ハムファイターズ,才木 海翔,4,救援,,21,5,1,3,1,0,0,2,2,18.00
20260630_DB-C_12,2026-06-30,火,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,広島東洋カープ,東 克樹,1,先発,,83,22,6,18,5,0,0,2,2,3.00
20260630_DB-C_12,2026-06-30,火,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,広島東洋カープ,中川 虎大,2,救援,H,5,3,1,3,0,0,0,0,0,0.00
20260630_DB-C_12,2026-06-30,火,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,広島東洋カープ,Ｓ．レイノルズ,3,救援,H,16,4,1,3,2,0,0,0,0,0.00
20260630_DB-C_12,2026-06-30,火,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,広島東洋カープ,山﨑 康晃,4,救援,敗,18,5,0.1,1,1,0,0,4,4,108.00
20260630_DB-C_12,2026-06-30,火,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,広島東洋カープ,伊勢 大夢,5,救援,,14,5,0.2,2,1,0,0,1,1,13.50
20260630_DB-C_12,2026-06-30,火,セ・リーグ公式戦,ビジター,広島東洋カープ,横浜DeNAベイスターズ,玉村 昇悟,1,先発,,62,18,4,12,4,0,0,3,3,6.75
20260630_DB-C_12,2026-06-30,火,セ・リーグ公式戦,ビジター,広島東洋カープ,横浜DeNAベイスターズ,辻 大雅,2,救援,,16,5,1,3,2,0,0,0,0,0.00
20260630_DB-C_12,2026-06-30,火,セ・リーグ公式戦,ビジター,広島東洋カープ,横浜DeNAベイスターズ,遠藤 淳志,3,救援,,24,5,1,3,2,0,0,0,0,0.00
20260630_DB-C_12,2026-06-30,火,セ・リーグ公式戦,ビジター,広島東洋カープ,横浜DeNAベイスターズ,Ｔ．ハーン,4,救援,,16,3,1,3,0,0,0,0,0,0.00
20260630_DB-C_12,2026-06-30,火,セ・リーグ公式戦,ビジター,広島東洋カープ,横浜DeNAベイスターズ,森浦 大輔,5,救援,勝,23,4,1,3,3,0,0,0,0,0.00
20260630_DB-C_12,2026-06-30,火,セ・リーグ公式戦,ビジター,広島東洋カープ,横浜DeNAベイスターズ,中﨑 翔太,6,救援,,16,4,1,3,0,0,0,1,1,9.00
20260630_T-D_12,2026-06-30,火,セ・リーグ公式戦,ホーム,阪神タイガース,中日ドラゴンズ,才木 浩人,1,先発,,98,26,7,21,9,0,0,1,1,1.29
20260630_T-D_12,2026-06-30,火,セ・リーグ公式戦,ホーム,阪神タイガース,中日ドラゴンズ,工藤 泰成,2,救援,,15,6,1,3,1,0,0,1,1,9.00
20260630_T-D_12,2026-06-30,火,セ・リーグ公式戦,ホーム,阪神タイガース,中日ドラゴンズ,Ｒ．ドリス,3,救援,H,14,4,1,3,0,0,0,0,0,0.00
20260630_T-D_12,2026-06-30,火,セ・リーグ公式戦,ホーム,阪神タイガース,中日ドラゴンズ,岩崎 優,4,救援,勝,12,3,1,3,1,0,0,0,0,0.00
20260630_H-L_12,2026-06-30,火,パ・リーグ公式戦,ビジター,埼玉西武ライオンズ,福岡ソフトバンクホークス,平良 海馬,1,先発,敗,107,29,6,18,5,0,0,4,2,3.00
20260630_H-L_12,2026-06-30,火,パ・リーグ公式戦,ビジター,埼玉西武ライオンズ,福岡ソフトバンクホークス,中村 祐太,2,救援,,20,4,1,3,1,0,0,1,1,9.00
20260630_H-L_12,2026-06-30,火,パ・リーグ公式戦,ビジター,埼玉西武ライオンズ,福岡ソフトバンクホークス,上田 大河,3,救援,,20,5,1,3,1,0,0,1,0,0.00
20260630_E-M_11,2026-06-30,火,パ・リーグ公式戦,ビジター,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,Ａ．ジャクソン,1,先発,勝,103,26,7,21,4,0,0,1,1,1.29
20260630_E-M_11,2026-06-30,火,パ・リーグ公式戦,ビジター,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,高野 脩汰,2,救援,,13,5,1,3,0,0,0,1,1,9.00
20260630_E-M_11,2026-06-30,火,パ・リーグ公式戦,ビジター,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,横山 陸人,3,救援,S,10,3,1,3,2,0,0,0,0,0.00
20260630_T-D_12,2026-06-30,火,セ・リーグ公式戦,ビジター,中日ドラゴンズ,阪神タイガース,Ｋ．マラー,1,先発,,109,24,6,18,5,0,0,1,1,1.50
20260630_T-D_12,2026-06-30,火,セ・リーグ公式戦,ビジター,中日ドラゴンズ,阪神タイガース,橋本 侑樹,2,救援,H,17,4,1,3,1,0,0,0,0,0.00
20260630_T-D_12,2026-06-30,火,セ・リーグ公式戦,ビジター,中日ドラゴンズ,阪神タイガース,吉田 聖弥,3,救援,,26,6,1,3,1,0,0,1,1,9.00
20260630_T-D_12,2026-06-30,火,セ・リーグ公式戦,ビジター,中日ドラゴンズ,阪神タイガース,齋藤 綱記,4,救援,H,15,3,1,3,3,0,0,0,0,0.00
20260630_T-D_12,2026-06-30,火,セ・リーグ公式戦,ビジター,中日ドラゴンズ,阪神タイガース,松山 晋也,5,救援,敗,6,2,0.1,1,1,0,0,1,1,27.00
20260630_G-S_12,2026-06-30,火,セ・リーグ公式戦,ビジター,東京ヤクルトスワローズ,読売ジャイアンツ,山野 太一,1,先発,,99,21,5,15,7,0,0,1,0,0.00
20260630_G-S_12,2026-06-30,火,セ・リーグ公式戦,ビジター,東京ヤクルトスワローズ,読売ジャイアンツ,丸山 翔大,2,救援,,19,4,1,3,1,0,0,1,1,9.00
20260630_G-S_12,2026-06-30,火,セ・リーグ公式戦,ビジター,東京ヤクルトスワローズ,読売ジャイアンツ,阪口 皓亮,3,救援,,17,5,1,3,0,0,0,1,1,9.00
20260630_G-S_12,2026-06-30,火,セ・リーグ公式戦,ビジター,東京ヤクルトスワローズ,読売ジャイアンツ,星 知弥,4,救援,勝,11,3,1,3,1,0,0,0,0,0.00
20260630_G-S_12,2026-06-30,火,セ・リーグ公式戦,ビジター,東京ヤクルトスワローズ,読売ジャイアンツ,Ｊ．キハダ,5,救援,S,20,4,1,3,3,0,0,0,0,0.00
20260630_E-M_11,2026-06-30,火,パ・リーグ公式戦,ホーム,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,荘司 康誠,1,先発,敗,94,20,5,15,6,0,0,4,3,5.40
20260630_E-M_11,2026-06-30,火,パ・リーグ公式戦,ホーム,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,泰 勝利,2,救援,,13,4,1,3,1,0,0,0,0,0.00
20260630_E-M_11,2026-06-30,火,パ・リーグ公式戦,ホーム,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,内 星龍,3,救援,,48,10,2,6,3,0,0,1,1,4.50
20260630_E-M_11,2026-06-30,火,パ・リーグ公式戦,ホーム,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,柴田 大地,4,救援,,14,4,1,3,1,0,0,0,0,0.00
20260630_G-S_12,2026-06-30,火,セ・リーグ公式戦,ホーム,読売ジャイアンツ,東京ヤクルトスワローズ,戸郷 翔征,1,先発,,118,29,7,21,7,0,0,1,1,1.29
20260630_G-S_12,2026-06-30,火,セ・リーグ公式戦,ホーム,読売ジャイアンツ,東京ヤクルトスワローズ,大勢,2,救援,,15,4,0.1,1,0,1,0,2,2,54.00
20260630_G-S_12,2026-06-30,火,セ・リーグ公式戦,ホーム,読売ジャイアンツ,東京ヤクルトスワローズ,田中 瑛斗,3,救援,H,5,2,0.2,2,0,0,0,0,0,0.00
20260630_G-S_12,2026-06-30,火,セ・リーグ公式戦,ホーム,読売ジャイアンツ,東京ヤクルトスワローズ,Ｒ．マルティネス,4,救援,敗,8,3,0.1,1,0,0,0,1,0,0.00
20260630_G-S_12,2026-06-30,火,セ・リーグ公式戦,ホーム,読売ジャイアンツ,東京ヤクルトスワローズ,堀田 賢慎,5,救援,,15,4,0.2,2,0,0,0,0,0,0.00
20260630_H-L_12,2026-06-30,火,パ・リーグ公式戦,ホーム,福岡ソフトバンクホークス,埼玉西武ライオンズ,上沢 直之,1,先発,勝,93,23,6,18,8,0,0,0,0,0.00
20260630_H-L_12,2026-06-30,火,パ・リーグ公式戦,ホーム,福岡ソフトバンクホークス,埼玉西武ライオンズ,Ｒ．オスナ,2,救援,,7,3,1,3,0,0,0,0,0,0.00
20260630_H-L_12,2026-06-30,火,パ・リーグ公式戦,ホーム,福岡ソフトバンクホークス,埼玉西武ライオンズ,津森 宥紀,3,救援,,8,3,1,3,0,0,0,0,0,0.00
20260630_H-L_12,2026-06-30,火,パ・リーグ公式戦,ホーム,福岡ソフトバンクホークス,埼玉西武ライオンズ,伊藤 優輔,4,救援,,11,4,1,3,0,0,0,0,0,0.00
20260630_F-B_13,2026-06-30,火,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,オリックス・バファローズ,北山 亘基,1,先発,勝,97,23,6,18,5,0,0,2,2,3.00
20260630_F-B_13,2026-06-30,火,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,オリックス・バファローズ,上原 健太,2,救援,H,6,3,1,3,0,0,0,0,0,0.00
20260630_F-B_13,2026-06-30,火,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,オリックス・バファローズ,齋藤 友貴哉,3,救援,,12,4,1,3,1,0,0,0,0,0.00
20260630_F-B_13,2026-06-30,火,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,オリックス・バファローズ,畔柳 亨丞,4,救援,,22,5,1,3,1,0,0,0,0,0.00
20260628_B-E_09,2026-06-28,日,パ・リーグ公式戦,ホーム,オリックス・バファローズ,東北楽天ゴールデンイーグルス,九里 亜蓮,1,先発,勝,95,27,7,21,3,0,0,2,2,2.57
20260628_B-E_09,2026-06-28,日,パ・リーグ公式戦,ホーム,オリックス・バファローズ,東北楽天ゴールデンイーグルス,椋木 蓮,2,救援,H,27,5,1,3,0,0,0,0,0,0.00
20260628_B-E_09,2026-06-28,日,パ・リーグ公式戦,ホーム,オリックス・バファローズ,東北楽天ゴールデンイーグルス,Ａ．マチャド,3,救援,S,18,3,1,3,1,0,0,0,0,0.00
20260628_DB-G_10,2026-06-28,日,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,読売ジャイアンツ,石田 裕太郎,1,先発,敗,89,27,6,18,4,0,0,2,2,3.00
20260628_DB-G_10,2026-06-28,日,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,読売ジャイアンツ,宮城 滝太,2,救援,,8,4,1,3,0,0,0,0,0,0.00
20260628_DB-G_10,2026-06-28,日,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,読売ジャイアンツ,Ｈ．マルセリーノ,3,救援,,26,5,1,3,2,0,0,0,0,0.00
20260628_DB-G_10,2026-06-28,日,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,読売ジャイアンツ,岩田 将貴,4,救援,,9,3,0.2,2,0,0,0,0,0,0.00
20260628_DB-G_10,2026-06-28,日,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,読売ジャイアンツ,伊勢 大夢,5,救援,,4,1,0.1,1,1,0,0,0,0,0.00
20260628_C-T_10,2026-06-28,日,セ・リーグ公式戦,ホーム,広島東洋カープ,阪神タイガース,岡本 駿,1,先発,敗,107,28,6.1,19,6,0,0,5,5,7.11
20260628_C-T_10,2026-06-28,日,セ・リーグ公式戦,ホーム,広島東洋カープ,阪神タイガース,髙 太一,2,救援,,13,4,0.2,2,1,0,0,1,1,13.50
20260628_C-T_10,2026-06-28,日,セ・リーグ公式戦,ホーム,広島東洋カープ,阪神タイガース,中﨑 翔太,3,救援,,12,3,1,3,1,0,0,0,0,0.00
20260628_C-T_10,2026-06-28,日,セ・リーグ公式戦,ホーム,広島東洋カープ,阪神タイガース,黒原 拓未,4,救援,,23,5,0.1,1,1,0,0,4,4,108.00
20260628_C-T_10,2026-06-28,日,セ・リーグ公式戦,ホーム,広島東洋カープ,阪神タイガース,鈴木 健矢,5,救援,,14,5,0.2,2,0,0,0,2,2,27.00
20260628_C-T_10,2026-06-28,日,セ・リーグ公式戦,ビジター,阪神タイガース,広島東洋カープ,髙橋 遥人,1,先発,勝,97,26,6,18,6,0,1,3,3,4.50
20260628_C-T_10,2026-06-28,日,セ・リーグ公式戦,ビジター,阪神タイガース,広島東洋カープ,工藤 泰成,2,救援,H,12,4,1,3,1,0,0,0,0,0.00
20260628_C-T_10,2026-06-28,日,セ・リーグ公式戦,ビジター,阪神タイガース,広島東洋カープ,岩崎 優,3,救援,H,16,3,1,3,1,0,0,0,0,0.00
20260628_C-T_10,2026-06-28,日,セ・リーグ公式戦,ビジター,阪神タイガース,広島東洋カープ,木下 里都,4,救援,,22,6,1,3,1,0,0,0,0,0.00
20260628_L-F_12,2026-06-28,日,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,北海道日本ハムファイターズ,渡邉 勇太朗,1,先発,敗,88,24,6,18,3,0,0,3,3,4.50
20260628_L-F_12,2026-06-28,日,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,北海道日本ハムファイターズ,佐藤 隼輔,2,救援,,12,4,1,3,0,0,0,1,1,9.00
20260628_L-F_12,2026-06-28,日,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,北海道日本ハムファイターズ,豆田 泰志,3,救援,,21,5,1,3,1,0,0,0,0,0.00
20260628_L-F_12,2026-06-28,日,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,北海道日本ハムファイターズ,成田 晴風,4,救援,,18,4,1,3,0,0,0,1,1,9.00
20260628_M-H_08,2026-06-28,日,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,福岡ソフトバンクホークス,小島 和哉,1,先発,,53,13,2,6,1,0,0,3,3,13.50
20260628_M-H_08,2026-06-28,日,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,福岡ソフトバンクホークス,高野 脩汰,2,救援,,30,9,2,6,1,0,0,0,0,0.00
20260628_M-H_08,2026-06-28,日,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,福岡ソフトバンクホークス,八木 彬,3,救援,,23,8,1.1,4,1,0,0,0,0,0.00
20260628_M-H_08,2026-06-28,日,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,福岡ソフトバンクホークス,澤田 圭佑,4,救援,H,8,3,0.2,2,1,0,0,0,0,0.00
20260628_M-H_08,2026-06-28,日,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,福岡ソフトバンクホークス,中森 俊介,5,救援,H,6,3,1,3,0,0,0,0,0,0.00
20260628_M-H_08,2026-06-28,日,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,福岡ソフトバンクホークス,鈴木 昭汰,6,救援,H,15,3,1,3,1,0,0,0,0,0.00
20260628_M-H_08,2026-06-28,日,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,福岡ソフトバンクホークス,横山 陸人,7,救援,H,12,3,1,3,1,0,0,0,0,0.00
20260628_M-H_08,2026-06-28,日,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,福岡ソフトバンクホークス,小野 郁,8,救援,H,37,7,2,6,1,1,0,0,0,0.00
20260628_M-H_08,2026-06-28,日,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,福岡ソフトバンクホークス,Ｊ．カスティーヨ,9,救援,,8,3,1,3,1,0,0,0,0,0.00
20260628_S-D_10,2026-06-28,日,セ・リーグ公式戦,ビジター,中日ドラゴンズ,東京ヤクルトスワローズ,金丸 夢斗,1,先発,,106,27,6,18,6,0,0,3,3,4.50
20260628_S-D_10,2026-06-28,日,セ・リーグ公式戦,ビジター,中日ドラゴンズ,東京ヤクルトスワローズ,橋本 侑樹,2,救援,H,25,5,1,3,1,0,0,0,0,0.00
20260628_S-D_10,2026-06-28,日,セ・リーグ公式戦,ビジター,中日ドラゴンズ,東京ヤクルトスワローズ,吉田 聖弥,3,救援,H,21,5,1,3,0,0,0,0,0,0.00
20260628_S-D_10,2026-06-28,日,セ・リーグ公式戦,ビジター,中日ドラゴンズ,東京ヤクルトスワローズ,藤嶋 健人,4,救援,敗,23,6,0.2,2,1,0,0,1,1,13.50
20260628_S-D_10,2026-06-28,日,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,中日ドラゴンズ,吉村 貢司郎,1,先発,,93,27,6,18,3,0,0,3,3,4.50
20260628_S-D_10,2026-06-28,日,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,中日ドラゴンズ,清水 昇,2,救援,H,14,3,1,3,0,0,0,0,0,0.00
20260628_S-D_10,2026-06-28,日,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,中日ドラゴンズ,星 知弥,3,救援,H,25,5,1,3,1,0,0,0,0,0.00
20260628_S-D_10,2026-06-28,日,セ・リーグ公式戦,ホーム,東京ヤクルトスワローズ,中日ドラゴンズ,Ｊ．キハダ,4,救援,勝,21,4,1,3,2,0,0,0,0,0.00
20260628_B-E_09,2026-06-28,日,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,オリックス・バファローズ,藤井 聖,1,先発,,75,21,5,15,3,0,0,1,1,1.80
20260628_B-E_09,2026-06-28,日,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,オリックス・バファローズ,西垣 雅矢,2,救援,H,11,4,1,3,1,0,0,0,0,0.00
20260628_B-E_09,2026-06-28,日,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,オリックス・バファローズ,中込 陽翔,3,救援,敗,38,7,1,3,0,0,0,4,3,27.00
20260628_B-E_09,2026-06-28,日,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,オリックス・バファローズ,日當 直喜,4,救援,,26,6,1,3,1,0,0,0,0,0.00
