リーグ,チーム,選手名,背番号,ポジション,区分,被打率,被打数,被安打,被本塁打,奪三振,与四球,与死球
パ,オリックス・バファローズ,権田琉成,98,投,対左打者,0.359,39,14,2,6,4,0
パ,オリックス・バファローズ,古田島成龍,35,投,対右打者,0.3,10,3,0,2,2,0
パ,オリックス・バファローズ,古田島成龍,35,投,対左打者,0.364,11,4,1,2,2,1
パ,オリックス・バファローズ,佐藤一磨,93,投,対右打者,0.385,13,5,4,2,1,0
パ,オリックス・バファローズ,佐藤一磨,93,投,対左打者,0.231,13,3,1,0,6,0
パ,オリックス・バファローズ,才木海翔,95,投,対右打者,0.2,5,1,1,1,0,0
パ,オリックス・バファローズ,才木海翔,95,投,対左打者,0.286,14,4,0,3,2,0
パ,オリックス・バファローズ,山岡泰輔,19,投,対右打者,0.4,5,2,1,0,1,0
パ,オリックス・バファローズ,山岡泰輔,19,投,対左打者,0.25,4,1,0,0,1,0
パ,オリックス・バファローズ,山田修義,57,投,対右打者,0,3,0,0,1,2,0
パ,オリックス・バファローズ,山田修義,57,投,対左打者,0.25,12,3,0,3,1,0
パ,オリックス・バファローズ,山﨑颯一郎,21,投,対右打者,0.224,58,13,2,17,4,1
パ,オリックス・バファローズ,山﨑颯一郎,21,投,対左打者,0.172,64,11,1,18,8,0
パ,オリックス・バファローズ,寺西成騎,13,投,対右打者,0.281,64,18,0,14,4,1
パ,オリックス・バファローズ,寺西成騎,13,投,対左打者,0.286,70,20,0,15,7,0
パ,オリックス・バファローズ,川瀬堅斗,94,投,対右打者,0.267,15,4,0,3,4,0
パ,オリックス・バファローズ,川瀬堅斗,94,投,対左打者,0.348,23,8,1,1,4,0
パ,オリックス・バファローズ,曽谷龍平,17,投,対右打者,0.264,121,32,6,28,4,1
パ,オリックス・バファローズ,曽谷龍平,17,投,対左打者,0.188,69,13,0,17,3,1
パ,オリックス・バファローズ,田嶋大樹,29,投,対右打者,0.283,106,30,5,17,5,3
パ,オリックス・バファローズ,田嶋大樹,29,投,対左打者,0.343,70,24,2,12,5,1
パ,オリックス・バファローズ,東松快征,48,投,対右打者,0.333,3,1,1,1,3,0
パ,オリックス・バファローズ,東松快征,48,投,対左打者,0.2,10,2,1,3,4,0
パ,オリックス・バファローズ,入山海斗,68,投,対右打者,0.146,41,6,1,9,2,1
パ,オリックス・バファローズ,入山海斗,68,投,対左打者,0.125,48,6,2,9,7,3
パ,オリックス・バファローズ,博志,66,投,対右打者,0.173,52,9,0,8,2,0
パ,オリックス・バファローズ,博志,66,投,対左打者,0.205,39,8,0,8,9,0
パ,オリックス・バファローズ,平野佳寿,16,投,対右打者,0.333,3,1,1,0,0,0
パ,オリックス・バファローズ,平野佳寿,16,投,対左打者,0.333,6,2,0,1,0,0
パ,オリックス・バファローズ,片山楽生,49,投,対右打者,0.306,49,15,1,9,4,1
パ,オリックス・バファローズ,片山楽生,49,投,対左打者,0.171,41,7,2,7,4,0
パ,オリックス・バファローズ,椋木蓮,15,投,対右打者,0.25,44,11,0,10,1,1
パ,オリックス・バファローズ,椋木蓮,15,投,対左打者,0.188,69,13,1,15,2,1
パ,オリックス・バファローズ,髙谷舟,43,投,対右打者,1,4,4,1,0,1,0
パ,オリックス・バファローズ,髙谷舟,43,投,対左打者,0.25,4,1,0,1,0,0
パ,オリックス・バファローズ,髙島泰都,96,投,対右打者,0.291,110,32,0,17,7,2
パ,オリックス・バファローズ,髙島泰都,96,投,対左打者,0.338,133,45,5,33,8,3
パ,埼玉西武ライオンズ,E.ラミレス,56,投,対右打者,0.083,12,1,0,2,0,0
パ,埼玉西武ライオンズ,E.ラミレス,56,投,対左打者,0.286,14,4,2,2,1,0
パ,埼玉西武ライオンズ,ウィンゲンター,45,投,対右打者,0.053,19,1,0,7,3,0
パ,埼玉西武ライオンズ,ウィンゲンター,45,投,対左打者,0.222,27,6,0,5,2,0
パ,埼玉西武ライオンズ,ワイナンス,30,投,対右打者,0.292,65,19,3,18,6,1
パ,埼玉西武ライオンズ,ワイナンス,30,投,対左打者,0.192,78,15,2,17,12,1
パ,埼玉西武ライオンズ,羽田慎之介,43,投,対右打者,0.5,16,8,0,1,7,1
パ,埼玉西武ライオンズ,羽田慎之介,43,投,対左打者,0.118,17,2,0,9,3,1
パ,埼玉西武ライオンズ,岩城颯空,20,投,対右打者,0.302,43,13,6,13,6,0
パ,埼玉西武ライオンズ,岩城颯空,20,投,対左打者,0.182,55,10,1,15,7,0
パ,埼玉西武ライオンズ,隅田知一郎,16,投,対右打者,0.197,188,37,5,49,7,0
パ,埼玉西武ライオンズ,隅田知一郎,16,投,対左打者,0.241,187,45,2,47,6,1
パ,埼玉西武ライオンズ,甲斐野央,34,投,対右打者,0.218,55,12,3,20,7,0
パ,埼玉西武ライオンズ,甲斐野央,34,投,対左打者,0.183,60,11,0,19,13,0
パ,埼玉西武ライオンズ,黒田将矢,57,投,対右打者,0.214,42,9,1,5,6,0
パ,埼玉西武ライオンズ,黒田将矢,57,投,対左打者,0.283,46,13,0,12,4,1
パ,埼玉西武ライオンズ,佐藤爽,75,投,対右打者,0.265,49,13,2,12,4,1
パ,埼玉西武ライオンズ,佐藤爽,75,投,対左打者,0.167,42,7,0,7,3,1
パ,埼玉西武ライオンズ,佐藤隼輔,19,投,対右打者,0.308,26,8,0,3,1,0
パ,埼玉西武ライオンズ,佐藤隼輔,19,投,対左打者,0.296,27,8,0,5,3,1
パ,埼玉西武ライオンズ,糸川亮太,23,投,対右打者,0.25,28,7,2,4,0,0
パ,埼玉西武ライオンズ,糸川亮太,23,投,対左打者,0.353,17,6,2,2,3,0
パ,埼玉西武ライオンズ,篠原響,52,投,対右打者,0.25,52,13,1,16,3,1
パ,埼玉西武ライオンズ,篠原響,52,投,対左打者,0.233,60,14,0,16,9,0
パ,埼玉西武ライオンズ,上田大河,11,投,対右打者,0.091,22,2,0,5,2,0
パ,埼玉西武ライオンズ,上田大河,11,投,対左打者,0.275,40,11,2,11,3,0
パ,埼玉西武ライオンズ,森脇亮介,28,投,対右打者,0.3,10,3,0,1,0,0
パ,埼玉西武ライオンズ,森脇亮介,28,投,対左打者,0.111,9,1,0,3,1,0
パ,埼玉西武ライオンズ,菅井信也,71,投,対右打者,0.258,66,17,1,9,4,0
パ,埼玉西武ライオンズ,菅井信也,71,投,対左打者,0.2,75,15,1,11,11,2
パ,埼玉西武ライオンズ,成田晴風,41,投,対右打者,0.333,3,1,1,0,1,0
パ,埼玉西武ライオンズ,成田晴風,41,投,対左打者,0.6,5,3,0,0,2,0
パ,埼玉西武ライオンズ,青山美夏人,29,投,対右打者,0.5,2,1,0,1,1,0
パ,埼玉西武ライオンズ,青山美夏人,29,投,対左打者,0.286,7,2,0,1,0,0
パ,埼玉西武ライオンズ,中村祐太,58,投,対右打者,0.067,30,2,1,8,0,0
パ,埼玉西武ライオンズ,中村祐太,58,投,対左打者,0.176,34,6,1,12,3,1
パ,埼玉西武ライオンズ,渡邉勇太朗,12,投,対右打者,0.203,158,32,2,33,10,0
パ,埼玉西武ライオンズ,渡邉勇太朗,12,投,対左打者,0.251,183,46,3,36,18,0
パ,埼玉西武ライオンズ,豆田泰志,70,投,対右打者,0.355,31,11,0,8,3,0
パ,埼玉西武ライオンズ,豆田泰志,70,投,対左打者,0.214,28,6,0,4,3,0
パ,埼玉西武ライオンズ,浜屋将太,90,投,対右打者,0.227,22,5,0,6,5,0
パ,埼玉西武ライオンズ,浜屋将太,90,投,対左打者,0.317,41,13,0,7,8,0
パ,埼玉西武ライオンズ,冨士大和,67,投,対右打者,0.625,8,5,1,1,0,0
パ,埼玉西武ライオンズ,冨士大和,67,投,対左打者,0.4,5,2,0,2,1,0
パ,埼玉西武ライオンズ,武内夏暉,21,投,対右打者,0.229,188,43,4,56,10,0
パ,埼玉西武ライオンズ,武内夏暉,21,投,対左打者,0.228,136,31,3,19,6,1
パ,埼玉西武ライオンズ,平良海馬,61,投,対右打者,0.124,145,18,1,43,15,3
パ,埼玉西武ライオンズ,平良海馬,61,投,対左打者,0.199,161,32,0,39,18,1
パ,埼玉西武ライオンズ,堀越啓太,40,投,対右打者,0.25,4,1,0,0,0,0
パ,埼玉西武ライオンズ,堀越啓太,40,投,対左打者,0.4,5,2,0,1,0,0
パ,埼玉西武ライオンズ,髙橋光成,13,投,対右打者,0.223,139,31,3,31,12,1
パ,埼玉西武ライオンズ,髙橋光成,13,投,対左打者,0.196,214,42,6,51,18,1
パ,千葉ロッテマリーンズ,カスティーヨ,11,投,対右打者,0.4,10,4,0,2,1,0
パ,千葉ロッテマリーンズ,カスティーヨ,11,投,対左打者,0,10,0,0,0,0,0
パ,千葉ロッテマリーンズ,ジャクソン,42,投,対右打者,0.199,166,33,5,41,22,2
パ,千葉ロッテマリーンズ,ジャクソン,42,投,対左打者,0.243,185,45,4,49,14,4
パ,千葉ロッテマリーンズ,ロング,73,投,対右打者,0.226,84,19,2,15,6,0
パ,千葉ロッテマリーンズ,ロング,73,投,対左打者,0.303,109,33,4,21,9,3
パ,千葉ロッテマリーンズ,益田直也,52,投,対右打者,0.303,33,10,2,6,3,0
パ,千葉ロッテマリーンズ,益田直也,52,投,対左打者,0.17,53,9,2,10,6,1
パ,千葉ロッテマリーンズ,横山陸人,15,投,対右打者,0.14,57,8,0,16,8,1
パ,千葉ロッテマリーンズ,横山陸人,15,投,対左打者,0.227,66,15,2,8,8,3
パ,千葉ロッテマリーンズ,河村説人,58,投,対右打者,0.281,57,16,4,8,4,0
パ,千葉ロッテマリーンズ,河村説人,58,投,対左打者,0.3,50,15,0,4,3,1
パ,千葉ロッテマリーンズ,菊地吏玖,28,投,対右打者,0.333,6,2,1,0,1,0
パ,千葉ロッテマリーンズ,菊地吏玖,28,投,対左打者,0.333,6,2,0,0,1,0
パ,千葉ロッテマリーンズ,宮﨑颯,66,投,対右打者,0.333,9,3,1,2,1,1
パ,千葉ロッテマリーンズ,宮﨑颯,66,投,対左打者,0.273,11,3,0,2,0,1
パ,千葉ロッテマリーンズ,高野脩汰,34,投,対右打者,0.283,46,13,4,12,5,0
パ,千葉ロッテマリーンズ,高野脩汰,34,投,対左打者,0.224,58,13,0,15,6,0
パ,千葉ロッテマリーンズ,坂本光士郎,36,投,対右打者,0.222,36,8,0,11,2,0
パ,千葉ロッテマリーンズ,坂本光士郎,36,投,対左打者,0.238,42,10,1,14,7,0
パ,千葉ロッテマリーンズ,種市篤暉,16,投,対右打者,0.3,10,3,0,2,0,0
パ,千葉ロッテマリーンズ,種市篤暉,16,投,対左打者,0.167,18,3,0,5,0,0
パ,千葉ロッテマリーンズ,小島和哉,14,投,対右打者,0.241,133,32,4,29,12,1
パ,千葉ロッテマリーンズ,小島和哉,14,投,対左打者,0.216,88,19,1,17,6,4
パ,千葉ロッテマリーンズ,小野郁,37,投,対右打者,0.238,42,10,2,9,1,1
パ,千葉ロッテマリーンズ,小野郁,37,投,対左打者,0.204,49,10,0,15,5,0
パ,千葉ロッテマリーンズ,西野勇士,29,投,対右打者,0.25,60,15,4,11,2,0
パ,千葉ロッテマリーンズ,西野勇士,29,投,対左打者,0.289,76,22,1,7,5,0
パ,千葉ロッテマリーンズ,石川柊太,21,投,対右打者,0,3,0,0,0,0,0
パ,千葉ロッテマリーンズ,石川柊太,21,投,対左打者,0,3,0,0,1,2,0
パ,千葉ロッテマリーンズ,大聖,60,投,対右打者,,0,0,0,0,0,0
パ,千葉ロッテマリーンズ,大聖,60,投,対左打者,0.6,5,3,0,1,0,0
パ,千葉ロッテマリーンズ,中森俊介,56,投,対右打者,0.147,34,5,0,8,2,0
パ,千葉ロッテマリーンズ,中森俊介,56,投,対左打者,0.195,41,8,0,7,1,0
パ,千葉ロッテマリーンズ,田中晴也,35,投,対右打者,0.346,81,28,5,25,9,2
パ,千葉ロッテマリーンズ,田中晴也,35,投,対左打者,0.203,123,25,1,16,11,1
パ,千葉ロッテマリーンズ,唐川侑己,19,投,対右打者,0.364,11,4,2,2,0,0
パ,千葉ロッテマリーンズ,唐川侑己,19,投,対左打者,0.111,9,1,1,2,1,0
パ,千葉ロッテマリーンズ,東妻勇輔,24,投,対右打者,0.375,8,3,0,0,0,0
パ,千葉ロッテマリーンズ,東妻勇輔,24,投,対左打者,0.8,5,4,0,0,1,0
パ,千葉ロッテマリーンズ,八木彬,33,投,対右打者,0.187,75,14,1,16,3,3
パ,千葉ロッテマリーンズ,八木彬,33,投,対左打者,0.221,68,15,1,10,7,0
パ,千葉ロッテマリーンズ,毛利海大,13,投,対右打者,0.267,105,28,4,12,12,0
パ,千葉ロッテマリーンズ,毛利海大,13,投,対左打者,0.267,101,27,3,20,6,0
パ,千葉ロッテマリーンズ,木村優人,53,投,対右打者,0.167,30,5,1,5,5,0
パ,千葉ロッテマリーンズ,木村優人,53,投,対左打者,0.3,30,9,2,6,2,0
パ,千葉ロッテマリーンズ,鈴木昭汰,47,投,対右打者,0.222,54,12,3,16,5,0
パ,千葉ロッテマリーンズ,鈴木昭汰,47,投,対左打者,0.217,60,13,1,16,6,1
パ,千葉ロッテマリーンズ,廣池康志郎,64,投,対右打者,0.25,116,29,4,24,5,4
パ,千葉ロッテマリーンズ,廣池康志郎,64,投,対左打者,0.267,172,46,2,29,14,3
パ,千葉ロッテマリーンズ,廣畑敦也,30,投,対右打者,0.333,12,4,2,3,0,1
パ,千葉ロッテマリーンズ,廣畑敦也,30,投,対左打者,0.36,25,9,1,0,2,1
パ,千葉ロッテマリーンズ,澤田圭佑,54,投,対右打者,0.25,60,15,4,17,6,0
パ,千葉ロッテマリーンズ,澤田圭佑,54,投,対左打者,0.176,51,9,2,9,0,1
パ,東北楽天ゴールデンイーグルス,ウレーニャ,22,投,対右打者,0.286,63,18,2,11,6,1
パ,東北楽天ゴールデンイーグルス,ウレーニャ,22,投,対左打者,0.28,132,37,3,21,17,2
パ,東北楽天ゴールデンイーグルス,コントレラス,15,投,対右打者,0.368,19,7,1,1,1,1
パ,東北楽天ゴールデンイーグルス,コントレラス,15,投,対左打者,0.214,14,3,1,1,5,0
パ,東北楽天ゴールデンイーグルス,伊藤樹,20,投,対右打者,0.6,5,3,0,0,0,0
パ,東北楽天ゴールデンイーグルス,伊藤樹,20,投,対左打者,0.25,4,1,0,3,2,0
パ,東北楽天ゴールデンイーグルス,加治屋蓮,41,投,対右打者,0.279,61,17,1,20,9,1
パ,東北楽天ゴールデンイーグルス,加治屋蓮,41,投,対左打者,0.283,53,15,1,10,3,3
パ,東北楽天ゴールデンイーグルス,岸孝之,11,投,対右打者,0.276,76,21,3,16,8,1
パ,東北楽天ゴールデンイーグルス,岸孝之,11,投,対左打者,0.172,58,10,1,11,3,0
パ,東北楽天ゴールデンイーグルス,九谷瑠,45,投,対右打者,0.132,38,5,1,8,4,0
パ,東北楽天ゴールデンイーグルス,九谷瑠,45,投,対左打者,0.22,50,11,0,14,4,0
パ,東北楽天ゴールデンイーグルス,古賀康誠,61,投,対右打者,0.5,2,1,0,1,0,0
パ,東北楽天ゴールデンイーグルス,古賀康誠,61,投,対左打者,0.5,4,2,0,0,0,0
パ,東北楽天ゴールデンイーグルス,古謝樹,17,投,対右打者,0.231,117,27,4,22,9,1
パ,東北楽天ゴールデンイーグルス,古謝樹,17,投,対左打者,0.261,119,31,5,30,6,1
パ,東北楽天ゴールデンイーグルス,江原雅裕,40,投,対右打者,0,2,0,0,1,1,0
パ,東北楽天ゴールデンイーグルス,江原雅裕,40,投,対左打者,0.333,6,2,0,2,0,0
パ,東北楽天ゴールデンイーグルス,柴田大地,71,投,対右打者,0.25,24,6,2,8,6,0
パ,東北楽天ゴールデンイーグルス,柴田大地,71,投,対左打者,0.194,36,7,0,8,6,0
パ,東北楽天ゴールデンイーグルス,西垣雅矢,49,投,対右打者,0.209,43,9,1,16,3,0
パ,東北楽天ゴールデンイーグルス,西垣雅矢,49,投,対左打者,0.38,50,19,3,12,10,2
パ,東北楽天ゴールデンイーグルス,前田健太,18,投,対右打者,0.244,90,22,2,19,4,0
パ,東北楽天ゴールデンイーグルス,前田健太,18,投,対左打者,0.216,74,16,1,15,10,0
パ,東北楽天ゴールデンイーグルス,宋家豪,43,投,対右打者,0.6,25,15,1,1,2,0
パ,東北楽天ゴールデンイーグルス,宋家豪,43,投,対左打者,0.294,34,10,1,7,2,0
パ,東北楽天ゴールデンイーグルス,早川隆久,21,投,対右打者,0.193,150,29,5,53,13,0
パ,東北楽天ゴールデンイーグルス,早川隆久,21,投,対左打者,0.183,142,26,1,33,8,1
パ,東北楽天ゴールデンイーグルス,荘司康誠,19,投,対右打者,0.256,160,41,8,50,11,2
パ,東北楽天ゴールデンイーグルス,荘司康誠,19,投,対左打者,0.253,186,47,6,50,15,1
パ,東北楽天ゴールデンイーグルス,泰勝利,59,投,対右打者,0.176,17,3,0,8,2,1
パ,東北楽天ゴールデンイーグルス,泰勝利,59,投,対左打者,0.154,13,2,0,2,4,0
パ,東北楽天ゴールデンイーグルス,瀧中瞭太,57,投,対右打者,0.235,115,27,2,23,6,3
パ,東北楽天ゴールデンイーグルス,瀧中瞭太,57,投,対左打者,0.255,137,35,1,24,13,3
パ,東北楽天ゴールデンイーグルス,中込陽翔,26,投,対右打者,0.143,21,3,0,3,3,1
パ,東北楽天ゴールデンイーグルス,中込陽翔,26,投,対左打者,0.348,23,8,3,4,1,1
パ,東北楽天ゴールデンイーグルス,津留﨑大成,52,投,対右打者,0.184,38,7,1,13,3,1
パ,東北楽天ゴールデンイーグルス,津留﨑大成,52,投,対左打者,0.219,32,7,0,8,5,1
パ,東北楽天ゴールデンイーグルス,田中千晴,29,投,対右打者,0.292,24,7,0,6,5,1
パ,東北楽天ゴールデンイーグルス,田中千晴,29,投,対左打者,0.316,38,12,0,12,6,0
パ,東北楽天ゴールデンイーグルス,渡辺翔太,31,投,対右打者,0.438,16,7,0,2,1,1
パ,東北楽天ゴールデンイーグルス,渡辺翔太,31,投,対左打者,0.364,11,4,0,0,2,0
パ,東北楽天ゴールデンイーグルス,藤井聖,47,投,対右打者,0.296,81,24,1,11,3,1
パ,東北楽天ゴールデンイーグルス,藤井聖,47,投,対左打者,0.264,72,19,3,14,4,0
パ,東北楽天ゴールデンイーグルス,藤原聡大,13,投,対右打者,0.5,34,17,2,4,4,1
パ,東北楽天ゴールデンイーグルス,藤原聡大,13,投,対左打者,0.281,57,16,1,12,5,2
パ,東北楽天ゴールデンイーグルス,藤平尚真,46,投,対右打者,0.291,55,16,1,21,4,0
パ,東北楽天ゴールデンイーグルス,藤平尚真,46,投,対左打者,0.105,57,6,0,15,3,0
パ,東北楽天ゴールデンイーグルス,内星龍,69,投,対右打者,0.238,63,15,2,18,6,0
パ,東北楽天ゴールデンイーグルス,内星龍,69,投,対左打者,0.2,55,11,2,7,8,0
パ,東北楽天ゴールデンイーグルス,日當直喜,54,投,対右打者,0.143,7,1,0,1,0,0
パ,東北楽天ゴールデンイーグルス,日當直喜,54,投,対左打者,0.4,10,4,0,3,1,0
パ,東北楽天ゴールデンイーグルス,鈴木翔天,56,投,対右打者,0.281,32,9,2,10,5,0
パ,東北楽天ゴールデンイーグルス,鈴木翔天,56,投,対左打者,0.278,54,15,1,14,5,1
パ,福岡ソフトバンクホークス,アルメンタ,34,投,対右打者,0.154,13,2,0,3,2,1
パ,福岡ソフトバンクホークス,アルメンタ,34,投,対左打者,0.571,7,4,0,2,3,2
パ,福岡ソフトバンクホークス,オスナ,54,投,対右打者,0.219,64,14,2,17,1,0
パ,福岡ソフトバンクホークス,オスナ,54,投,対左打者,0.146,48,7,0,16,3,2
パ,福岡ソフトバンクホークス,スチュワート・ジュニア,2,投,対右打者,0.267,105,28,4,27,10,3
パ,福岡ソフトバンクホークス,スチュワート・ジュニア,2,投,対左打者,0.333,93,31,1,15,17,0
パ,福岡ソフトバンクホークス,ヘルナンデス,63,投,対右打者,0.239,46,11,2,19,8,1
パ,福岡ソフトバンクホークス,ヘルナンデス,63,投,対左打者,0.15,40,6,0,13,4,1
パ,福岡ソフトバンクホークス,伊藤優輔,42,投,対右打者,0.293,41,12,1,8,5,0
パ,福岡ソフトバンクホークス,伊藤優輔,42,投,対左打者,0.263,38,10,0,8,13,1
パ,福岡ソフトバンクホークス,稲川竜汰,13,投,対右打者,0,1,0,0,0,0,0
パ,福岡ソフトバンクホークス,稲川竜汰,13,投,対左打者,0,1,0,0,0,2,0
パ,福岡ソフトバンクホークス,岩井俊介,27,投,対右打者,0.2,5,1,0,1,2,1
パ,福岡ソフトバンクホークス,岩井俊介,27,投,対左打者,0,3,0,0,1,1,0
パ,福岡ソフトバンクホークス,徐若熙,18,投,対右打者,0.377,53,20,3,7,6,0
パ,福岡ソフトバンクホークス,徐若熙,18,投,対左打者,0.254,71,18,2,21,5,1
パ,福岡ソフトバンクホークス,松本晴,49,投,対右打者,0.257,152,39,5,47,14,3
パ,福岡ソフトバンクホークス,松本晴,49,投,対左打者,0.264,110,29,2,35,11,4
パ,福岡ソフトバンクホークス,松本裕樹,66,投,対右打者,0.2,60,12,1,20,1,0
パ,福岡ソフトバンクホークス,松本裕樹,66,投,対左打者,0.296,71,21,1,10,5,0
パ,福岡ソフトバンクホークス,上沢直之,10,投,対右打者,0.191,131,25,3,34,7,4
パ,福岡ソフトバンクホークス,上沢直之,10,投,対左打者,0.26,150,39,4,33,11,0
パ,福岡ソフトバンクホークス,上茶谷大河,64,投,対右打者,0.267,86,23,5,23,7,1
パ,福岡ソフトバンクホークス,上茶谷大河,64,投,対左打者,0.233,60,14,1,12,8,0
パ,福岡ソフトバンクホークス,杉山一樹,40,投,対右打者,0.206,63,13,0,28,5,0
パ,福岡ソフトバンクホークス,杉山一樹,40,投,対左打者,0.2,55,11,1,25,10,0
パ,福岡ソフトバンクホークス,前田純,51,投,対右打者,0.208,48,10,0,16,3,0
パ,福岡ソフトバンクホークス,前田純,51,投,対左打者,0.379,29,11,0,4,1,0
パ,福岡ソフトバンクホークス,前田悠伍,41,投,対右打者,0.177,130,23,4,26,13,0
パ,福岡ソフトバンクホークス,前田悠伍,41,投,対左打者,0.235,85,20,1,22,3,2
パ,福岡ソフトバンクホークス,大関友久,47,投,対右打者,0.336,122,41,8,15,9,0
パ,福岡ソフトバンクホークス,大関友久,47,投,対左打者,0.259,108,28,3,21,11,1
パ,福岡ソフトバンクホークス,大江竜聖,29,投,対右打者,0.667,3,2,0,1,0,0
パ,福岡ソフトバンクホークス,大江竜聖,29,投,対左打者,0.125,8,1,0,2,0,1
パ,福岡ソフトバンクホークス,大山凌,53,投,対右打者,0.5,2,1,0,0,0,0
パ,福岡ソフトバンクホークス,大山凌,53,投,対左打者,0.5,4,2,0,1,0,0
パ,福岡ソフトバンクホークス,大竹風雅,59,投,対右打者,0.333,9,3,0,3,1,0
パ,福岡ソフトバンクホークス,大竹風雅,59,投,対左打者,0.2,15,3,0,2,3,0
パ,福岡ソフトバンクホークス,大津亮介,19,投,対右打者,0.255,145,37,7,34,4,2
パ,福岡ソフトバンクホークス,大津亮介,19,投,対左打者,0.218,202,44,5,46,10,0
パ,福岡ソフトバンクホークス,大野稼頭央,60,投,対右打者,0.231,13,3,0,1,2,2
パ,福岡ソフトバンクホークス,大野稼頭央,60,投,対左打者,0.333,21,7,1,4,3,0
パ,福岡ソフトバンクホークス,中村稔弥,30,投,対右打者,0.158,19,3,0,3,0,0
パ,福岡ソフトバンクホークス,中村稔弥,30,投,対左打者,0.267,15,4,1,5,0,1
パ,福岡ソフトバンクホークス,津森宥紀,11,投,対右打者,0.122,41,5,0,10,4,2
パ,福岡ソフトバンクホークス,津森宥紀,11,投,対左打者,0.163,49,8,1,12,3,0
パ,福岡ソフトバンクホークス,藤原大翔,22,投,対右打者,0.3,10,3,0,2,4,0
パ,福岡ソフトバンクホークス,藤原大翔,22,投,対左打者,0.294,17,5,0,3,2,0
パ,福岡ソフトバンクホークス,北斗,43,投,対右打者,0.333,6,2,0,1,1,0
パ,福岡ソフトバンクホークス,北斗,43,投,対左打者,0.5,6,3,1,0,2,0
パ,福岡ソフトバンクホークス,木村光,68,投,対右打者,0.171,41,7,2,9,5,2
パ,福岡ソフトバンクホークス,木村光,68,投,対左打者,0.234,47,11,1,7,5,0
パ,福岡ソフトバンクホークス,鈴木豪太,26,投,対右打者,0.204,49,10,1,12,1,0
パ,福岡ソフトバンクホークス,鈴木豪太,26,投,対左打者,0.214,56,12,1,12,3,0
パ,北海道日本ハムファイターズ,伊藤大海,17,投,対右打者,0.261,176,46,6,49,16,1
パ,北海道日本ハムファイターズ,伊藤大海,17,投,対左打者,0.269,271,73,8,56,9,3
パ,北海道日本ハムファイターズ,加藤貴之,14,投,対右打者,0.231,130,30,5,19,2,0
パ,北海道日本ハムファイターズ,加藤貴之,14,投,対左打者,0.234,171,40,3,20,3,0
パ,北海道日本ハムファイターズ,河野竜生,28,投,対右打者,0.167,6,1,0,2,0,1
パ,北海道日本ハムファイターズ,河野竜生,28,投,対左打者,0.286,7,2,0,1,2,0
パ,北海道日本ハムファイターズ,菊地大稀,55,投,対右打者,0.364,11,4,0,4,0,0
パ,北海道日本ハムファイターズ,菊地大稀,55,投,対左打者,0.214,14,3,1,2,2,0
パ,北海道日本ハムファイターズ,玉井大翔,19,投,対右打者,0.292,24,7,1,1,0,1
パ,北海道日本ハムファイターズ,玉井大翔,19,投,対左打者,0.182,11,2,1,2,1,0
パ,北海道日本ハムファイターズ,金村尚真,24,投,対右打者,0.28,25,7,0,6,0,0
パ,北海道日本ハムファイターズ,金村尚真,24,投,対左打者,0.25,28,7,2,7,5,0
パ,北海道日本ハムファイターズ,古林睿煬,37,投,対右打者,0.227,22,5,0,6,4,0
パ,北海道日本ハムファイターズ,古林睿煬,37,投,対左打者,0.37,27,10,2,9,6,0
パ,北海道日本ハムファイターズ,細野晴希,29,投,対右打者,0.178,118,21,4,40,9,1
パ,北海道日本ハムファイターズ,細野晴希,29,投,対左打者,0.198,106,21,1,32,9,5
パ,北海道日本ハムファイターズ,山本拓実,67,投,対右打者,0.167,24,4,1,8,3,0
パ,北海道日本ハムファイターズ,山本拓実,67,投,対左打者,0.259,27,7,1,6,4,1
パ,北海道日本ハムファイターズ,山﨑福也,18,投,対右打者,0.176,51,9,0,10,4,0
パ,北海道日本ハムファイターズ,山﨑福也,18,投,対左打者,0.377,53,20,3,2,2,0
パ,北海道日本ハムファイターズ,柴田獅子,31,投,対右打者,0.333,15,5,1,3,1,0
パ,北海道日本ハムファイターズ,柴田獅子,31,投,対左打者,0.176,17,3,0,7,2,1
パ,北海道日本ハムファイターズ,上原健太,20,投,対右打者,0.171,41,7,4,12,1,1
パ,北海道日本ハムファイターズ,上原健太,20,投,対左打者,0.188,48,9,2,13,6,0
パ,北海道日本ハムファイターズ,清水大暉,62,投,対右打者,0.5,2,1,0,0,2,0
パ,北海道日本ハムファイターズ,清水大暉,62,投,対左打者,0.333,6,2,0,1,1,0
パ,北海道日本ハムファイターズ,生田目翼,13,投,対右打者,0.444,9,4,0,1,1,0
パ,北海道日本ハムファイターズ,生田目翼,13,投,対左打者,0.269,26,7,1,4,2,0
パ,北海道日本ハムファイターズ,孫易磊,96,投,対右打者,0.25,16,4,1,6,1,0
パ,北海道日本ハムファイターズ,孫易磊,96,投,対左打者,0.167,24,4,0,7,2,0
パ,北海道日本ハムファイターズ,大川慈英,27,投,対右打者,0.333,3,1,0,0,0,0
パ,北海道日本ハムファイターズ,大川慈英,27,投,対左打者,0.6,5,3,0,0,1,0
パ,北海道日本ハムファイターズ,達孝太,16,投,対右打者,0.259,108,28,3,28,6,1
パ,北海道日本ハムファイターズ,達孝太,16,投,対左打者,0.203,153,31,3,36,12,3
パ,北海道日本ハムファイターズ,池田隆英,52,投,対右打者,0.111,9,1,0,2,1,0
