試合ID,試合日,選手名,球団,対戦相手,打順,守備,打席,打数,安打,単打,二塁打,三塁打,本塁打,打点,出塁数
20260327-b-e-01,2026-03-27,村林 一輝,東北楽天ゴールデンイーグルス,オリックス・バファローズ,1,遊,6,6,2,1,1,0,0,0,2
20260327-b-e-01,2026-03-27,辰己 涼介,東北楽天ゴールデンイーグルス,オリックス・バファローズ,2,中,5,4,2,1,0,1,0,0,3
20260327-b-e-01,2026-03-27,ボイト,東北楽天ゴールデンイーグルス,オリックス・バファローズ,3,指,5,4,2,0,2,0,0,3,2
20260327-b-e-01,2026-03-27,マッカスカー,東北楽天ゴールデンイーグルス,オリックス・バファローズ,4,左,5,5,2,0,2,0,0,4,2
20260327-b-e-01,2026-03-27,黒川 史陽,東北楽天ゴールデンイーグルス,オリックス・バファローズ,5,三,5,5,1,1,0,0,0,1,1
20260327-b-e-01,2026-03-27,浅村 栄斗,東北楽天ゴールデンイーグルス,オリックス・バファローズ,6,一,4,4,1,1,0,0,0,1,1
20260327-b-e-01,2026-03-27,宗 佑磨,オリックス・バファローズ,東北楽天ゴールデンイーグルス,1,三,4,4,0,0,0,0,0,0,0
20260327-b-e-01,2026-03-27,西川 龍馬,オリックス・バファローズ,東北楽天ゴールデンイーグルス,2,左,4,4,1,0,1,0,0,0,1
20260327-b-e-01,2026-03-27,太田 椋,オリックス・バファローズ,東北楽天ゴールデンイーグルス,3,二,4,3,0,0,0,0,0,0,1
20260327-b-e-01,2026-03-27,中島 大輔,東北楽天ゴールデンイーグルス,オリックス・バファローズ,7,右,4,3,1,1,0,0,0,0,2
20260327-b-e-01,2026-03-27,太田 光,東北楽天ゴールデンイーグルス,オリックス・バファローズ,8,捕,5,4,3,3,0,0,0,0,4
20260327-b-e-01,2026-03-27,小深田 大翔,東北楽天ゴールデンイーグルス,オリックス・バファローズ,9,二,5,5,1,1,0,0,0,1,1
20260327-b-e-01,2026-03-27,シーモア,オリックス・バファローズ,東北楽天ゴールデンイーグルス,4,一,4,4,1,1,0,0,0,0,1
20260327-b-e-01,2026-03-27,若月 健矢,オリックス・バファローズ,東北楽天ゴールデンイーグルス,5,指,4,4,1,1,0,0,0,0,1
20260327-b-e-01,2026-03-27,森 友哉,オリックス・バファローズ,東北楽天ゴールデンイーグルス,6,捕,3,3,1,0,1,0,0,0,1
20260327-b-e-01,2026-03-27,中川 圭太,オリックス・バファローズ,東北楽天ゴールデンイーグルス,7,中,3,3,0,0,0,0,0,0,0
20260327-b-e-01,2026-03-27,紅林 弘太郎,オリックス・バファローズ,東北楽天ゴールデンイーグルス,8,遊,3,3,0,0,0,0,0,0,0
20260327-b-e-01,2026-03-27,廣岡 大志,オリックス・バファローズ,東北楽天ゴールデンイーグルス,9,右,3,3,0,0,0,0,0,0,0
20260327-b-e-01,2026-03-27,鈴木 大地,東北楽天ゴールデンイーグルス,オリックス・バファローズ,6,一,1,1,0,0,0,0,0,0,0
20260327-b-e-01,2026-03-27,渡邊 佳明,東北楽天ゴールデンイーグルス,オリックス・バファローズ,7,打,1,1,1,1,0,0,0,0,1
20260327-c-d-01,2026-03-27,カリステ,中日ドラゴンズ,広島東洋カープ,1,右,5,4,1,1,0,0,0,1,2
20260327-c-d-01,2026-03-27,田中 幹也,中日ドラゴンズ,広島東洋カープ,2,二,5,4,2,2,0,0,0,0,3
20260327-c-d-01,2026-03-27,岡林 勇希,中日ドラゴンズ,広島東洋カープ,3,中,6,6,3,3,0,0,0,0,3
20260327-c-d-01,2026-03-27,細川 成也,中日ドラゴンズ,広島東洋カープ,4,左,5,5,2,2,0,0,0,0,2
20260327-c-d-01,2026-03-27,福永 裕基,中日ドラゴンズ,広島東洋カープ,5,三,6,6,2,2,0,0,0,1,2
20260327-c-d-01,2026-03-27,サノー,中日ドラゴンズ,広島東洋カープ,6,一,5,4,0,0,0,0,0,0,1
20260327-c-d-01,2026-03-27,平川 蓮,広島東洋カープ,中日ドラゴンズ,1,中,5,5,1,0,1,0,0,3,1
20260327-c-d-01,2026-03-27,中村 奨成,広島東洋カープ,中日ドラゴンズ,2,右,5,5,0,0,0,0,0,0,0
20260327-c-d-01,2026-03-27,小園 海斗,広島東洋カープ,中日ドラゴンズ,3,三,5,5,1,0,1,0,0,0,1
20260327-c-d-01,2026-03-27,石伊 雄太,中日ドラゴンズ,広島東洋カープ,7,捕,5,5,4,2,2,0,0,2,4
20260327-c-d-01,2026-03-27,村松 開人,中日ドラゴンズ,広島東洋カープ,8,遊,5,4,2,1,0,1,0,1,2
20260327-c-d-01,2026-03-27,柳 裕也,中日ドラゴンズ,広島東洋カープ,9,投,3,2,1,1,0,0,0,0,1
20260327-c-d-01,2026-03-27,佐々木 泰,広島東洋カープ,中日ドラゴンズ,4,一,5,4,1,1,0,0,0,0,2
20260327-c-d-01,2026-03-27,ファビアン,広島東洋カープ,中日ドラゴンズ,5,左,5,5,2,2,0,0,0,0,2
20260327-c-d-01,2026-03-27,菊池 涼介,広島東洋カープ,中日ドラゴンズ,6,二,5,4,1,1,0,0,0,0,1
20260327-c-d-01,2026-03-27,坂倉 将吾,広島東洋カープ,中日ドラゴンズ,7,捕,5,2,1,1,0,0,0,0,4
20260327-c-d-01,2026-03-27,勝田 成,広島東洋カープ,中日ドラゴンズ,8,遊,5,5,1,1,0,0,0,1,1
20260327-c-d-01,2026-03-27,床田 寛樹,広島東洋カープ,中日ドラゴンズ,9,投,1,1,1,1,0,0,0,0,1
20260327-c-d-01,2026-03-27,秋山 翔吾,広島東洋カープ,中日ドラゴンズ,9,打,1,1,1,0,0,1,0,0,1
20260327-c-d-01,2026-03-27,二俣 翔一,広島東洋カープ,中日ドラゴンズ,9,打,1,1,0,0,0,0,0,0,0
20260327-c-d-01,2026-03-27,阿部 寿樹,中日ドラゴンズ,広島東洋カープ,9,打,1,1,0,0,0,0,0,0,0
20260327-c-d-01,2026-03-27,尾田 剛樹,中日ドラゴンズ,広島東洋カープ,9,右,1,1,0,0,0,0,0,0,0
20260327-c-d-01,2026-03-27,石川 昂弥,中日ドラゴンズ,広島東洋カープ,1,打,1,0,0,0,0,0,0,0,1
20260327-c-d-01,2026-03-27,木下 拓哉,中日ドラゴンズ,広島東洋カープ,2,打,1,1,0,0,0,0,0,0,0
20260327-c-d-01,2026-03-27,モンテロ,広島東洋カープ,中日ドラゴンズ,9,打,1,1,1,1,0,0,0,2,1
20260327-c-d-01,2026-03-27,樋口 正修,中日ドラゴンズ,広島東洋カープ,4,走,1,1,0,0,0,0,0,0,0
20260327-c-d-01,2026-03-27,辻本 倫太郎,中日ドラゴンズ,広島東洋カープ,6,走,1,1,0,0,0,0,0,0,0
20260327-db-s-01,2026-03-27,長岡 秀樹,東京ヤクルトスワローズ,横浜DeNAベイスターズ,1,遊,5,5,1,0,1,0,0,0,1
20260327-db-s-01,2026-03-27,サンタナ,東京ヤクルトスワローズ,横浜DeNAベイスターズ,2,左,4,3,1,0,0,0,1,1,2
20260327-db-s-01,2026-03-27,古賀 優大,東京ヤクルトスワローズ,横浜DeNAベイスターズ,3,捕,5,5,1,1,0,0,0,0,1
20260327-db-s-01,2026-03-27,オスナ,東京ヤクルトスワローズ,横浜DeNAベイスターズ,4,一,5,3,1,1,0,0,0,0,3
20260327-db-s-01,2026-03-27,増田 珠,東京ヤクルトスワローズ,横浜DeNAベイスターズ,5,右,4,3,0,0,0,0,0,0,1
20260327-db-s-01,2026-03-27,牧 秀悟,横浜DeNAベイスターズ,東京ヤクルトスワローズ,1,二,4,4,2,0,1,0,1,1,2
20260327-db-s-01,2026-03-27,佐野 恵太,横浜DeNAベイスターズ,東京ヤクルトスワローズ,2,左,4,3,1,1,0,0,0,0,2
20260327-db-s-01,2026-03-27,宮﨑 敏郎,横浜DeNAベイスターズ,東京ヤクルトスワローズ,3,三,4,4,0,0,0,0,0,1,0
20260327-db-s-01,2026-03-27,ビシエド,横浜DeNAベイスターズ,東京ヤクルトスワローズ,4,一,4,4,1,1,0,0,0,0,1
20260327-db-s-01,2026-03-27,ヒュンメル,横浜DeNAベイスターズ,東京ヤクルトスワローズ,5,右,4,3,0,0,0,0,0,0,1
20260327-db-s-01,2026-03-27,赤羽 由紘,東京ヤクルトスワローズ,横浜DeNAベイスターズ,6,三,4,4,1,1,0,0,0,0,1
20260327-db-s-01,2026-03-27,岩田 幸宏,東京ヤクルトスワローズ,横浜DeNAベイスターズ,7,中,4,4,1,1,0,0,0,0,1
20260327-db-s-01,2026-03-27,伊藤 琉偉,東京ヤクルトスワローズ,横浜DeNAベイスターズ,8,二,4,4,1,0,0,0,1,2,1
20260327-db-s-01,2026-03-27,吉村 貢司郎,東京ヤクルトスワローズ,横浜DeNAベイスターズ,9,投,2,2,0,0,0,0,0,0,0
20260327-db-s-01,2026-03-27,蝦名 達夫,横浜DeNAベイスターズ,東京ヤクルトスワローズ,6,中,4,3,0,0,0,0,0,0,0
20260327-db-s-01,2026-03-27,山本 祐大,福岡ソフトバンクホークス,横浜DeNAベイスターズ,7,捕,3,2,1,1,0,0,0,0,2
20260327-db-s-01,2026-03-27,石上 泰輝,横浜DeNAベイスターズ,東京ヤクルトスワローズ,8,遊,3,3,0,0,0,0,0,0,0
20260327-db-s-01,2026-03-27,東 克樹,横浜DeNAベイスターズ,東京ヤクルトスワローズ,9,投,2,2,0,0,0,0,0,0,0
20260327-db-s-01,2026-03-27,武岡 龍世,東京ヤクルトスワローズ,横浜DeNAベイスターズ,9,打,2,2,1,1,0,0,0,0,1
20260327-db-s-01,2026-03-27,松尾 汐恩,横浜DeNAベイスターズ,東京ヤクルトスワローズ,9,捕,1,1,1,1,0,0,0,0,1
20260327-db-s-01,2026-03-27,宮本 丈,東京ヤクルトスワローズ,横浜DeNAベイスターズ,2,打,1,1,1,1,0,0,0,0,1
20260327-db-s-01,2026-03-27,度会 隆輝,横浜DeNAベイスターズ,東京ヤクルトスワローズ,7,打,1,1,0,0,0,0,0,0,0
20260327-db-s-01,2026-03-27,九鬼 隆平,横浜DeNAベイスターズ,東京ヤクルトスワローズ,8,打,1,1,0,0,0,0,0,0,0
20260327-g-t-01,2026-03-27,近本 光司,阪神タイガース,読売ジャイアンツ,1,中,4,4,0,0,0,0,0,0,0
20260327-g-t-01,2026-03-27,中野 拓夢,阪神タイガース,読売ジャイアンツ,2,二,4,3,0,0,0,0,0,0,1
20260327-g-t-01,2026-03-27,森下 翔太,阪神タイガース,読売ジャイアンツ,3,右,4,4,3,3,0,0,0,0,3
20260327-g-t-01,2026-03-27,佐藤 輝明,阪神タイガース,読売ジャイアンツ,4,三,4,4,0,0,0,0,0,0,0
20260327-g-t-01,2026-03-27,キャベッジ,読売ジャイアンツ,阪神タイガース,1,左,4,4,2,1,0,0,1,1,2
20260327-g-t-01,2026-03-27,松本 剛,読売ジャイアンツ,阪神タイガース,2,中,4,3,1,1,0,0,0,0,2
20260327-g-t-01,2026-03-27,泉口 友汰,読売ジャイアンツ,阪神タイガース,3,遊,3,3,2,1,1,0,0,0,2
20260327-g-t-01,2026-03-27,ダルベック,読売ジャイアンツ,阪神タイガース,4,一,3,3,1,0,0,0,1,1,1
20260327-g-t-01,2026-03-27,岸田 行倫,読売ジャイアンツ,阪神タイガース,5,捕,3,3,0,0,0,0,0,0,0
20260327-g-t-01,2026-03-27,大山 悠輔,阪神タイガース,読売ジャイアンツ,5,一,4,3,0,0,0,0,0,1,0
20260327-g-t-01,2026-03-27,中川 勇斗,阪神タイガース,読売ジャイアンツ,6,左,3,3,0,0,0,0,0,0,0
20260327-g-t-01,2026-03-27,小幡 竜平,阪神タイガース,読売ジャイアンツ,7,遊,3,2,0,0,0,0,0,0,1
20260327-g-t-01,2026-03-27,中山 礼都,読売ジャイアンツ,阪神タイガース,6,右,3,3,0,0,0,0,0,0,0
20260327-g-t-01,2026-03-27,坂本 勇人,読売ジャイアンツ,阪神タイガース,7,三,3,2,0,0,0,0,0,0,1
20260327-g-t-01,2026-03-27,浦田 俊輔,読売ジャイアンツ,阪神タイガース,8,二,3,3,0,0,0,0,0,0,0
20260327-g-t-01,2026-03-27,坂本 誠志郎,阪神タイガース,読売ジャイアンツ,8,捕,3,2,1,1,0,0,0,0,2
20260327-g-t-01,2026-03-27,村上 頌樹,阪神タイガース,読売ジャイアンツ,9,投,2,1,0,0,0,0,0,0,0
20260327-g-t-01,2026-03-27,竹丸 和幸,読売ジャイアンツ,阪神タイガース,9,投,2,2,0,0,0,0,0,0,0
20260327-g-t-01,2026-03-27,濱田 太貴,阪神タイガース,読売ジャイアンツ,9,打,1,1,0,0,0,0,0,0,0
20260327-g-t-01,2026-03-27,佐々木 俊輔,読売ジャイアンツ,阪神タイガース,9,打,1,1,0,0,0,0,0,0,0
20260327-h-f-01,2026-03-27,水谷 瞬,北海道日本ハムファイターズ,福岡ソフトバンクホークス,1,左,5,4,2,1,0,0,1,1,3
20260327-h-f-01,2026-03-27,清宮 幸太郎,北海道日本ハムファイターズ,福岡ソフトバンクホークス,2,一,5,5,1,0,0,0,1,2,1
20260327-h-f-01,2026-03-27,レイエス,北海道日本ハムファイターズ,福岡ソフトバンクホークス,3,指,5,5,1,1,0,0,0,0,1
20260327-h-f-01,2026-03-27,郡司 裕也,北海道日本ハムファイターズ,福岡ソフトバンクホークス,4,三,4,4,0,0,0,0,0,0,0
20260327-h-f-01,2026-03-27,万波 中正,北海道日本ハムファイターズ,福岡ソフトバンクホークス,5,右,4,4,2,1,0,0,1,1,2
20260327-h-f-01,2026-03-27,矢澤 宏太,北海道日本ハムファイターズ,福岡ソフトバンクホークス,6,中,4,4,1,1,0,0,0,0,1
20260327-h-f-01,2026-03-27,周東 佑京,福岡ソフトバンクホークス,北海道日本ハムファイターズ,1,中,5,4,0,0,0,0,0,0,1
20260327-h-f-01,2026-03-27,近藤 健介,福岡ソフトバンクホークス,北海道日本ハムファイターズ,2,右,5,3,1,0,0,0,1,1,3
20260327-h-f-01,2026-03-27,柳町 達,福岡ソフトバンクホークス,北海道日本ハムファイターズ,3,左,5,4,1,1,0,0,0,0,1
20260327-h-f-01,2026-03-27,柳田 悠岐,福岡ソフトバンクホークス,北海道日本ハムファイターズ,4,指,4,4,1,1,0,0,0,0,1
20260327-h-f-01,2026-03-27,山縣 秀,北海道日本ハムファイターズ,福岡ソフトバンクホークス,7,遊,4,3,0,0,0,0,0,0,0
20260327-h-f-01,2026-03-27,田宮 裕涼,北海道日本ハムファイターズ,福岡ソフトバンクホークス,8,捕,4,4,1,1,0,0,0,1,1
20260327-h-f-01,2026-03-27,水野 達稀,北海道日本ハムファイターズ,福岡ソフトバンクホークス,9,二,4,4,1,1,0,0,0,0,1
20260327-h-f-01,2026-03-27,山川 穂高,福岡ソフトバンクホークス,北海道日本ハムファイターズ,5,一,4,4,1,0,0,0,1,1,1
20260327-h-f-01,2026-03-27,今宮 健太,福岡ソフトバンクホークス,北海道日本ハムファイターズ,6,遊,3,3,1,1,0,0,0,0,1
20260327-h-f-01,2026-03-27,栗原 陵矢,福岡ソフトバンクホークス,北海道日本ハムファイターズ,7,三,4,4,2,1,0,0,1,2,2
20260327-h-f-01,2026-03-27,海野 隆司,福岡ソフトバンクホークス,北海道日本ハムファイターズ,8,捕,4,3,2,1,1,0,0,0,2
20260327-h-f-01,2026-03-27,牧原 大成,福岡ソフトバンクホークス,北海道日本ハムファイターズ,9,二,4,3,1,0,1,0,0,2,1
20260327-h-f-01,2026-03-27,野村 勇,福岡ソフトバンクホークス,北海道日本ハムファイターズ,6,打,1,1,1,1,0,0,0,0,1
20260327-m-l-01,2026-03-27,桑原 将志,埼玉西武ライオンズ,千葉ロッテマリーンズ,1,左,4,4,1,1,0,0,0,0,1
20260327-m-l-01,2026-03-27,長谷川 信哉,埼玉西武ライオンズ,千葉ロッテマリーンズ,2,一,4,4,2,2,0,0,0,0,2
20260327-m-l-01,2026-03-27,西川 愛也,埼玉西武ライオンズ,千葉ロッテマリーンズ,3,中,4,4,1,0,1,0,0,0,1
20260327-m-l-01,2026-03-27,カナリオ,埼玉西武ライオンズ,千葉ロッテマリーンズ,4,右,4,4,0,0,0,0,0,0,0
20260327-m-l-01,2026-03-27,髙部 瑛斗,千葉ロッテマリーンズ,埼玉西武ライオンズ,1,中,4,4,1,1,0,0,0,0,1
20260327-m-l-01,2026-03-27,藤原 恭大,千葉ロッテマリーンズ,埼玉西武ライオンズ,2,右,4,4,0,0,0,0,0,0,0
20260327-m-l-01,2026-03-27,西川 史礁,千葉ロッテマリーンズ,埼玉西武ライオンズ,3,左,4,4,1,1,0,0,0,0,1
20260327-m-l-01,2026-03-27,ポランコ,千葉ロッテマリーンズ,埼玉西武ライオンズ,4,指,4,3,1,0,0,0,1,1,2
20260327-m-l-01,2026-03-27,外崎 修汰,埼玉西武ライオンズ,千葉ロッテマリーンズ,5,指,4,3,0,0,0,0,0,0,1
20260327-m-l-01,2026-03-27,渡部 聖弥,埼玉西武ライオンズ,千葉ロッテマリーンズ,6,三,4,4,1,1,0,0,0,0,1
20260327-m-l-01,2026-03-27,源田 壮亮,埼玉西武ライオンズ,千葉ロッテマリーンズ,7,遊,3,3,1,1,0,0,0,0,1
20260327-m-l-01,2026-03-27,寺地 隆成,千葉ロッテマリーンズ,埼玉西武ライオンズ,5,三,4,3,0,0,0,0,0,0,1
20260327-m-l-01,2026-03-27,ソト,千葉ロッテマリーンズ,埼玉西武ライオンズ,6,一,3,3,2,1,1,0,0,0,2
20260327-m-l-01,2026-03-27,池田 来翔,千葉ロッテマリーンズ,埼玉西武ライオンズ,7,二,3,3,0,0,0,0,0,0,0
20260327-m-l-01,2026-03-27,松川 虎生,千葉ロッテマリーンズ,埼玉西武ライオンズ,8,捕,3,3,2,2,0,0,0,2,2
20260327-m-l-01,2026-03-27,小川 龍成,千葉ロッテマリーンズ,埼玉西武ライオンズ,9,遊,3,3,0,0,0,0,0,0,0
20260327-m-l-01,2026-03-27,滝澤 夏央,埼玉西武ライオンズ,千葉ロッテマリーンズ,8,二,2,2,0,0,0,0,0,0,0
20260327-m-l-01,2026-03-27,小島 大河,埼玉西武ライオンズ,千葉ロッテマリーンズ,9,捕,3,3,1,1,0,0,0,0,1
20260327-m-l-01,2026-03-27,岸 潤一郎,埼玉西武ライオンズ,千葉ロッテマリーンズ,8,打,1,0,0,0,0,0,0,1,0
20260328-b-e-02,2026-03-28,中島 大輔,東北楽天ゴールデンイーグルス,オリックス・バファローズ,1,右,4,4,0,0,0,0,0,0,0
20260328-b-e-02,2026-03-28,辰己 涼介,東北楽天ゴールデンイーグルス,オリックス・バファローズ,2,中,4,4,0,0,0,0,0,0,0
20260328-b-e-02,2026-03-28,ボイト,東北楽天ゴールデンイーグルス,オリックス・バファローズ,3,指,4,3,2,2,0,0,0,0,3
20260328-b-e-02,2026-03-28,マッカスカー,東北楽天ゴールデンイーグルス,オリックス・バファローズ,4,左,4,4,0,0,0,0,0,0,0
20260328-b-e-02,2026-03-28,宗 佑磨,オリックス・バファローズ,東北楽天ゴールデンイーグルス,1,三,5,2,1,1,0,0,0,1,4
20260328-b-e-02,2026-03-28,廣岡 大志,オリックス・バファローズ,東北楽天ゴールデンイーグルス,2,右,5,4,1,1,0,0,0,0,2
20260328-b-e-02,2026-03-28,西川 龍馬,オリックス・バファローズ,東北楽天ゴールデンイーグルス,3,左,4,4,2,1,1,0,0,0,2
20260328-b-e-02,2026-03-28,シーモア,オリックス・バファローズ,東北楽天ゴールデンイーグルス,4,一,4,4,0,0,0,0,0,0,0
20260328-b-e-02,2026-03-28,太田 椋,オリックス・バファローズ,東北楽天ゴールデンイーグルス,5,二,5,3,2,1,1,0,0,0,4
20260328-b-e-02,2026-03-28,森 友哉,オリックス・バファローズ,東北楽天ゴールデンイーグルス,6,指,5,4,0,0,0,0,0,0,1
20260328-b-e-02,2026-03-28,黒川 史陽,東北楽天ゴールデンイーグルス,オリックス・バファローズ,5,三,3,3,1,1,0,0,0,0,1
20260328-b-e-02,2026-03-28,浅村 栄斗,東北楽天ゴールデンイーグルス,オリックス・バファローズ,6,一,3,3,0,0,0,0,0,0,0
20260328-b-e-02,2026-03-28,村林 一輝,東北楽天ゴールデンイーグルス,オリックス・バファローズ,7,遊,2,2,0,0,0,0,0,0,0
20260328-b-e-02,2026-03-28,中川 圭太,オリックス・バファローズ,東北楽天ゴールデンイーグルス,7,中,4,4,3,1,1,0,1,4,3
20260328-b-e-02,2026-03-28,若月 健矢,オリックス・バファローズ,東北楽天ゴールデンイーグルス,8,捕,4,3,0,0,0,0,0,0,1
20260328-b-e-02,2026-03-28,紅林 弘太郎,オリックス・バファローズ,東北楽天ゴールデンイーグルス,9,遊,2,2,0,0,0,0,0,0,0
20260328-b-e-02,2026-03-28,太田 光,東北楽天ゴールデンイーグルス,オリックス・バファローズ,8,捕,2,2,0,0,0,0,0,0,0
20260328-b-e-02,2026-03-28,小深田 大翔,東北楽天ゴールデンイーグルス,オリックス・バファローズ,9,二,1,1,0,0,0,0,0,0,0
20260328-b-e-02,2026-03-28,渡邊 佳明,東北楽天ゴールデンイーグルス,オリックス・バファローズ,9,打,2,2,0,0,0,0,0,0,0
20260328-b-e-02,2026-03-28,西野 真弘,オリックス・バファローズ,東北楽天ゴールデンイーグルス,9,打,1,1,0,0,0,0,0,0,0
20260328-b-e-02,2026-03-28,野口 智哉,オリックス・バファローズ,東北楽天ゴールデンイーグルス,9,遊,1,1,1,0,1,0,0,1,1
20260328-b-e-02,2026-03-28,小郷 裕哉,東北楽天ゴールデンイーグルス,オリックス・バファローズ,7,打,1,1,1,1,0,0,0,0,1
20260328-b-e-02,2026-03-28,伊藤 光,東北楽天ゴールデンイーグルス,オリックス・バファローズ,8,打,1,1,0,0,0,0,0,0,0
20260328-b-e-02,2026-03-28,渡部 遼人,オリックス・バファローズ,東北楽天ゴールデンイーグルス,3,走,1,1,1,0,1,0,0,0,1
20260328-b-e-02,2026-03-28,大城 滉二,オリックス・バファローズ,東北楽天ゴールデンイーグルス,4,二,1,1,0,0,0,0,0,0,0
20260328-c-d-02,2026-03-28,カリステ,中日ドラゴンズ,広島東洋カープ,1,右,4,4,0,0,0,0,0,0,0
20260328-c-d-02,2026-03-28,田中 幹也,中日ドラゴンズ,広島東洋カープ,2,二,4,4,1,1,0,0,0,1,1
20260328-c-d-02,2026-03-28,岡林 勇希,中日ドラゴンズ,広島東洋カープ,3,中,4,4,2,2,0,0,0,0,2
20260328-c-d-02,2026-03-28,細川 成也,中日ドラゴンズ,広島東洋カープ,4,左,4,4,1,1,0,0,0,0,1
20260328-c-d-02,2026-03-28,平川 蓮,広島東洋カープ,中日ドラゴンズ,1,中,4,3,0,0,0,0,0,0,1
20260328-c-d-02,2026-03-28,中村 奨成,広島東洋カープ,中日ドラゴンズ,2,右,4,3,0,0,0,0,0,0,0
20260328-c-d-02,2026-03-28,小園 海斗,広島東洋カープ,中日ドラゴンズ,3,三,4,2,0,0,0,0,0,0,2
20260328-c-d-02,2026-03-28,福永 裕基,中日ドラゴンズ,広島東洋カープ,5,三,4,4,2,2,0,0,0,0,2
20260328-c-d-02,2026-03-28,サノー,中日ドラゴンズ,広島東洋カープ,6,一,4,4,0,0,0,0,0,0,0
20260328-c-d-02,2026-03-28,石伊 雄太,中日ドラゴンズ,広島東洋カープ,7,捕,4,4,1,1,0,0,0,0,1
20260328-c-d-02,2026-03-28,佐々木 泰,広島東洋カープ,中日ドラゴンズ,4,一,4,4,1,1,0,0,0,0,1
20260328-c-d-02,2026-03-28,ファビアン,広島東洋カープ,中日ドラゴンズ,5,左,4,4,2,2,0,0,0,1,2
20260328-c-d-02,2026-03-28,菊池 涼介,広島東洋カープ,中日ドラゴンズ,6,二,4,3,0,0,0,0,0,0,0
20260328-c-d-02,2026-03-28,坂倉 将吾,広島東洋カープ,中日ドラゴンズ,7,捕,3,2,0,0,0,0,0,1,1
20260328-c-d-02,2026-03-28,村松 開人,中日ドラゴンズ,広島東洋カープ,8,遊,3,2,0,0,0,0,0,0,1
20260328-c-d-02,2026-03-28,櫻井 頼之介,中日ドラゴンズ,広島東洋カープ,9,投,2,2,0,0,0,0,0,0,0
20260328-c-d-02,2026-03-28,勝田 成,広島東洋カープ,中日ドラゴンズ,8,遊,3,3,0,0,0,0,0,0,0
20260328-c-d-02,2026-03-28,ターノック,広島東洋カープ,中日ドラゴンズ,9,投,2,2,1,0,1,0,0,0,1
20260328-c-d-02,2026-03-28,秋山 翔吾,広島東洋カープ,中日ドラゴンズ,9,打,1,1,0,0,0,0,0,0,0
20260328-c-d-02,2026-03-28,辻本 倫太郎,中日ドラゴンズ,広島東洋カープ,9,打,1,0,0,0,0,0,0,0,0
20260328-db-s-02,2026-03-28,長岡 秀樹,東京ヤクルトスワローズ,横浜DeNAベイスターズ,1,遊,5,3,1,0,1,0,0,0,3
20260328-db-s-02,2026-03-28,サンタナ,東京ヤクルトスワローズ,横浜DeNAベイスターズ,2,左,4,3,1,1,0,0,0,1,2
20260328-db-s-02,2026-03-28,鈴木 叶,東京ヤクルトスワローズ,横浜DeNAベイスターズ,3,捕,5,5,2,1,1,0,0,1,2
20260328-db-s-02,2026-03-28,牧 秀悟,横浜DeNAベイスターズ,東京ヤクルトスワローズ,1,二,4,4,2,1,1,0,0,0,2
20260328-db-s-02,2026-03-28,佐野 恵太,横浜DeNAベイスターズ,東京ヤクルトスワローズ,2,左,4,4,1,1,0,0,0,0,1
20260328-db-s-02,2026-03-28,宮﨑 敏郎,横浜DeNAベイスターズ,東京ヤクルトスワローズ,3,三,4,4,1,1,0,0,0,0,1
20260328-db-s-02,2026-03-28,オスナ,東京ヤクルトスワローズ,横浜DeNAベイスターズ,4,一,5,5,0,0,0,0,0,0,0
20260328-db-s-02,2026-03-28,岩田 幸宏,東京ヤクルトスワローズ,横浜DeNAベイスターズ,5,中,4,4,1,1,0,0,0,1,1
20260328-db-s-02,2026-03-28,橋本 星哉,東京ヤクルトスワローズ,横浜DeNAベイスターズ,6,右,3,1,0,0,0,0,0,1,1
20260328-db-s-02,2026-03-28,伊藤 琉偉,東京ヤクルトスワローズ,横浜DeNAベイスターズ,7,二,4,4,1,1,0,0,0,0,1
20260328-db-s-02,2026-03-28,山野 太一,東京ヤクルトスワローズ,横浜DeNAベイスターズ,8,投,3,3,1,1,0,0,0,1,1
20260328-db-s-02,2026-03-28,武岡 龍世,東京ヤクルトスワローズ,横浜DeNAベイスターズ,9,三,4,3,1,1,0,0,0,0,2
20260328-db-s-02,2026-03-28,ビシエド,横浜DeNAベイスターズ,東京ヤクルトスワローズ,4,一,4,4,1,1,0,0,0,1,1
20260328-db-s-02,2026-03-28,松尾 汐恩,横浜DeNAベイスターズ,東京ヤクルトスワローズ,5,捕,4,4,1,1,0,0,0,0,1
20260328-db-s-02,2026-03-28,ヒュンメル,横浜DeNAベイスターズ,東京ヤクルトスワローズ,6,右,4,3,1,1,0,0,0,0,2
20260328-db-s-02,2026-03-28,蝦名 達夫,横浜DeNAベイスターズ,東京ヤクルトスワローズ,7,中,4,4,1,1,0,0,0,0,1
20260328-db-s-02,2026-03-28,林 琢真,横浜DeNAベイスターズ,東京ヤクルトスワローズ,8,遊,4,4,1,1,0,0,0,1,1
20260328-db-s-02,2026-03-28,入江 大生,横浜DeNAベイスターズ,東京ヤクルトスワローズ,9,投,1,1,0,0,0,0,0,0,0
20260328-db-s-02,2026-03-28,九鬼 隆平,横浜DeNAベイスターズ,東京ヤクルトスワローズ,9,打,1,1,0,0,0,0,0,0,0
20260328-db-s-02,2026-03-28,山本 祐大,福岡ソフトバンクホークス,横浜DeNAベイスターズ,9,打,1,1,0,0,0,0,0,0,0
20260328-db-s-02,2026-03-28,丸山 和郁,東京ヤクルトスワローズ,横浜DeNAベイスターズ,6,右,1,1,0,0,0,0,0,0,0
