試合ID,試合日,選手名,球団,対戦相手,打順,守備,打席,打数,安打,単打,二塁打,三塁打,本塁打,打点,出塁数
20260523-db-s-09,2026-05-23,長岡 秀樹,東京ヤクルトスワローズ,横浜DeNAベイスターズ,1,遊,5,5,1,0,1,0,0,0,1
20260523-db-s-09,2026-05-23,サンタナ,東京ヤクルトスワローズ,横浜DeNAベイスターズ,2,左,4,3,1,1,0,0,0,0,2
20260523-db-s-09,2026-05-23,内山 壮真,東京ヤクルトスワローズ,横浜DeNAベイスターズ,3,二,5,5,1,0,1,0,0,0,1
20260523-db-s-09,2026-05-23,オスナ,東京ヤクルトスワローズ,横浜DeNAベイスターズ,4,一,5,4,1,1,0,0,0,1,2
20260523-db-s-09,2026-05-23,岩田 幸宏,東京ヤクルトスワローズ,横浜DeNAベイスターズ,5,中,5,5,1,1,0,0,0,0,1
20260523-db-s-09,2026-05-23,増田 珠,東京ヤクルトスワローズ,横浜DeNAベイスターズ,6,右,4,2,2,1,1,0,0,0,4
20260523-db-s-09,2026-05-23,古賀 優大,東京ヤクルトスワローズ,横浜DeNAベイスターズ,7,捕,4,3,1,1,0,0,0,2,2
20260523-db-s-09,2026-05-23,高梨 裕稔,東京ヤクルトスワローズ,横浜DeNAベイスターズ,8,投,3,3,1,0,1,0,0,2,1
20260523-db-s-09,2026-05-23,武岡 龍世,東京ヤクルトスワローズ,横浜DeNAベイスターズ,9,三,4,4,1,0,1,0,0,1,1
20260523-db-s-09,2026-05-23,蝦名 達夫,横浜DeNAベイスターズ,東京ヤクルトスワローズ,1,中,4,3,0,0,0,0,0,0,1
20260523-db-s-09,2026-05-23,度会 隆輝,横浜DeNAベイスターズ,東京ヤクルトスワローズ,2,右,4,4,1,1,0,0,0,0,1
20260523-db-s-09,2026-05-23,筒香 嘉智,横浜DeNAベイスターズ,東京ヤクルトスワローズ,3,三,4,4,0,0,0,0,0,0,0
20260523-db-s-09,2026-05-23,佐野 恵太,横浜DeNAベイスターズ,東京ヤクルトスワローズ,4,一,4,4,0,0,0,0,0,0,0
20260523-db-s-09,2026-05-23,勝又 温史,横浜DeNAベイスターズ,東京ヤクルトスワローズ,5,左,3,3,2,2,0,0,0,0,2
20260523-db-s-09,2026-05-23,京田 陽太,横浜DeNAベイスターズ,東京ヤクルトスワローズ,6,遊,3,3,0,0,0,0,0,0,0
20260523-db-s-09,2026-05-23,成瀬 脩人,横浜DeNAベイスターズ,東京ヤクルトスワローズ,7,二,2,2,0,0,0,0,0,0,0
20260523-db-s-09,2026-05-23,松尾 汐恩,横浜DeNAベイスターズ,東京ヤクルトスワローズ,8,捕,2,2,0,0,0,0,0,0,0
20260523-db-s-09,2026-05-23,若松 尚輝,横浜DeNAベイスターズ,東京ヤクルトスワローズ,9,投,1,1,0,0,0,0,0,0,0
20260523-db-s-09,2026-05-23,古市 尊,横浜DeNAベイスターズ,東京ヤクルトスワローズ,9,捕,2,2,0,0,0,0,0,0,0
20260523-db-s-09,2026-05-23,ヒュンメル,横浜DeNAベイスターズ,東京ヤクルトスワローズ,7,打,1,1,0,0,0,0,0,0,0
20260523-db-s-09,2026-05-23,伊藤 琉偉,東京ヤクルトスワローズ,横浜DeNAベイスターズ,8,打,1,1,0,0,0,0,0,0,0
20260523-db-s-09,2026-05-23,ビシエド,横浜DeNAベイスターズ,東京ヤクルトスワローズ,8,打,1,1,0,0,0,0,0,0,0
20260523-db-s-09,2026-05-23,モンテル,東京ヤクルトスワローズ,横浜DeNAベイスターズ,2,走,1,1,1,1,0,0,0,0,1
20260523-e-m-07,2026-05-23,小川 龍成,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,1,二,5,5,2,2,0,0,0,1,2
20260523-e-m-07,2026-05-23,友杉 篤輝,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,2,遊,5,5,4,4,0,0,0,2,4
20260523-e-m-07,2026-05-23,西川 史礁,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,3,右,5,5,1,1,0,0,0,1,1
20260523-e-m-07,2026-05-23,小郷 裕哉,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,1,右,5,4,1,0,0,1,0,0,2
20260523-e-m-07,2026-05-23,佐藤 直樹,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,2,左,5,5,1,1,0,0,0,0,1
20260523-e-m-07,2026-05-23,辰己 涼介,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,3,中,5,5,2,2,0,0,0,0,2
20260523-e-m-07,2026-05-23,浅村 栄斗,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,4,指,5,3,1,0,0,0,1,1,3
20260523-e-m-07,2026-05-23,ソト,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,4,一,3,3,0,0,0,0,0,0,0
20260523-e-m-07,2026-05-23,佐藤 都志也,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,5,捕,4,4,0,0,0,0,0,0,0
20260523-e-m-07,2026-05-23,山口 航輝,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,6,指,5,4,1,0,0,0,1,1,2
20260523-e-m-07,2026-05-23,鈴木 大地,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,5,一,5,4,2,0,2,0,0,1,2
20260523-e-m-07,2026-05-23,黒川 史陽,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,6,三,5,5,2,2,0,0,0,1,2
20260523-e-m-07,2026-05-23,村林 一輝,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,7,遊,5,3,2,2,0,0,0,3,4
20260523-e-m-07,2026-05-23,太田 光,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,8,捕,4,4,1,1,0,0,0,0,1
20260523-e-m-07,2026-05-23,井上 広大,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,7,左,4,4,2,1,0,0,1,1,2
20260523-e-m-07,2026-05-23,寺地 隆成,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,8,三,4,3,1,1,0,0,0,0,2
20260523-e-m-07,2026-05-23,髙部 瑛斗,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,9,中,2,2,0,0,0,0,0,0,0
20260523-e-m-07,2026-05-23,小深田 大翔,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,9,二,4,4,1,1,0,0,0,0,1
20260523-e-m-07,2026-05-23,岡 大海,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,9,打,1,1,0,0,0,0,0,0,0
20260523-e-m-07,2026-05-23,池田 来翔,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,4,打,2,2,1,1,0,0,0,0,1
20260523-e-m-07,2026-05-23,ポランコ,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,9,打,1,1,0,0,0,0,0,0,0
20260523-e-m-07,2026-05-23,松川 虎生,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,5,捕,1,1,1,1,0,0,0,0,1
20260523-e-m-07,2026-05-23,渡邊 佳明,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,8,打,1,1,0,0,0,0,0,0,0
20260523-g-t-10,2026-05-23,立石 正広,阪神タイガース,読売ジャイアンツ,1,左,4,4,2,2,0,0,0,2,2
20260523-g-t-10,2026-05-23,中野 拓夢,阪神タイガース,読売ジャイアンツ,2,二,4,4,2,2,0,0,0,0,2
20260523-g-t-10,2026-05-23,森下 翔太,阪神タイガース,読売ジャイアンツ,3,右,4,3,0,0,0,0,0,0,1
20260523-g-t-10,2026-05-23,佐藤 輝明,阪神タイガース,読売ジャイアンツ,4,三,4,4,1,1,0,0,0,0,1
20260523-g-t-10,2026-05-23,浅野 翔吾,読売ジャイアンツ,阪神タイガース,1,中,3,3,1,0,1,0,0,0,1
20260523-g-t-10,2026-05-23,キャベッジ,読売ジャイアンツ,阪神タイガース,2,左,4,4,0,0,0,0,0,0,0
20260523-g-t-10,2026-05-23,吉川 尚輝,読売ジャイアンツ,阪神タイガース,3,二,3,3,0,0,0,0,0,0,0
20260523-g-t-10,2026-05-23,ダルベック,読売ジャイアンツ,阪神タイガース,4,一,3,3,0,0,0,0,0,0,0
20260523-g-t-10,2026-05-23,大山 悠輔,阪神タイガース,読売ジャイアンツ,5,一,4,4,0,0,0,0,0,0,0
20260523-g-t-10,2026-05-23,髙寺 望夢,阪神タイガース,読売ジャイアンツ,6,中,4,4,1,1,0,0,0,0,1
20260523-g-t-10,2026-05-23,木浪 聖也,阪神タイガース,読売ジャイアンツ,7,遊,4,3,1,1,0,0,0,1,2
20260523-g-t-10,2026-05-23,大城 卓三,読売ジャイアンツ,阪神タイガース,5,捕,3,3,1,1,0,0,0,0,1
20260523-g-t-10,2026-05-23,佐々木 俊輔,読売ジャイアンツ,阪神タイガース,6,右,3,3,0,0,0,0,0,0,0
20260523-g-t-10,2026-05-23,泉口 友汰,読売ジャイアンツ,阪神タイガース,7,遊,3,3,0,0,0,0,0,0,0
20260523-g-t-10,2026-05-23,坂本 誠志郎,阪神タイガース,読売ジャイアンツ,8,捕,4,4,2,2,0,0,0,0,2
20260523-g-t-10,2026-05-23,村上 頌樹,阪神タイガース,読売ジャイアンツ,9,投,4,3,0,0,0,0,0,0,0
20260523-g-t-10,2026-05-23,門脇 誠,読売ジャイアンツ,阪神タイガース,8,三,3,3,0,0,0,0,0,0,0
20260523-g-t-10,2026-05-23,ウィットリー,読売ジャイアンツ,阪神タイガース,9,投,1,1,0,0,0,0,0,0,0
20260523-g-t-10,2026-05-23,若林 楽人,西武ライオンズ,読売ジャイアンツ,9,打,2,2,0,0,0,0,0,0,0
20260523-g-t-10,2026-05-23,嶋村 麟士朗,阪神タイガース,読売ジャイアンツ,1,打,1,1,0,0,0,0,0,0,0
20260523-g-t-10,2026-05-23,丸 佳浩,読売ジャイアンツ,阪神タイガース,1,打,1,1,1,1,0,0,0,0,1
20260523-g-t-10,2026-05-23,増田 陸,読売ジャイアンツ,阪神タイガース,3,打,1,1,0,0,0,0,0,0,0
20260523-h-f-07,2026-05-23,水野 達稀,北海道日本ハムファイターズ,福岡ソフトバンクホークス,1,遊,5,4,1,1,0,0,0,0,2
20260523-h-f-07,2026-05-23,田宮 裕涼,北海道日本ハムファイターズ,福岡ソフトバンクホークス,2,捕,4,4,1,1,0,0,0,0,1
20260523-h-f-07,2026-05-23,郡司 裕也,北海道日本ハムファイターズ,福岡ソフトバンクホークス,3,三,4,4,1,1,0,0,0,0,1
20260523-h-f-07,2026-05-23,レイエス,北海道日本ハムファイターズ,福岡ソフトバンクホークス,4,指,4,4,3,3,0,0,0,0,3
20260523-h-f-07,2026-05-23,正木 智也,福岡ソフトバンクホークス,北海道日本ハムファイターズ,1,一,5,4,3,2,1,0,0,2,4
20260523-h-f-07,2026-05-23,周東 佑京,福岡ソフトバンクホークス,北海道日本ハムファイターズ,2,中,6,3,1,1,0,0,0,1,3
20260523-h-f-07,2026-05-23,近藤 健介,福岡ソフトバンクホークス,北海道日本ハムファイターズ,3,左,6,5,2,1,1,0,0,3,3
20260523-h-f-07,2026-05-23,栗原 陵矢,福岡ソフトバンクホークス,北海道日本ハムファイターズ,4,三,5,4,0,0,0,0,0,0,1
20260523-h-f-07,2026-05-23,野村 佑希,北海道日本ハムファイターズ,福岡ソフトバンクホークス,5,左,3,3,1,0,1,0,0,0,1
20260523-h-f-07,2026-05-23,清宮 幸太郎,北海道日本ハムファイターズ,福岡ソフトバンクホークス,6,一,4,4,2,2,0,0,0,0,2
20260523-h-f-07,2026-05-23,万波 中正,北海道日本ハムファイターズ,福岡ソフトバンクホークス,7,右,3,2,0,0,0,0,0,0,1
20260523-h-f-07,2026-05-23,上川畑 大悟,北海道日本ハムファイターズ,福岡ソフトバンクホークス,8,二,3,3,0,0,0,0,0,0,0
20260523-h-f-07,2026-05-23,カストロ,北海道日本ハムファイターズ,福岡ソフトバンクホークス,9,中,4,3,2,2,0,0,0,1,2
20260523-h-f-07,2026-05-23,柳田 悠岐,福岡ソフトバンクホークス,北海道日本ハムファイターズ,5,指,4,4,1,1,0,0,0,2,1
20260523-h-f-07,2026-05-23,山本 祐大,福岡ソフトバンクホークス,北海道日本ハムファイターズ,6,捕,4,3,2,2,0,0,0,1,3
20260523-h-f-07,2026-05-23,山本 恵大,福岡ソフトバンクホークス,北海道日本ハムファイターズ,7,右,3,3,1,1,0,0,0,0,1
20260523-h-f-07,2026-05-23,今宮 健太,福岡ソフトバンクホークス,北海道日本ハムファイターズ,8,二,4,4,1,1,0,0,0,0,1
20260523-h-f-07,2026-05-23,庄子 雄大,福岡ソフトバンクホークス,北海道日本ハムファイターズ,9,遊,5,4,2,2,0,0,0,1,2
20260523-h-f-07,2026-05-23,牧原 大成,福岡ソフトバンクホークス,北海道日本ハムファイターズ,7,走,2,2,2,2,0,0,0,0,2
20260523-h-f-07,2026-05-23,エドポロ ケイン,北海道日本ハムファイターズ,福岡ソフトバンクホークス,5,打,1,1,0,0,0,0,0,0,0
20260523-h-f-07,2026-05-23,山川 穂高,福岡ソフトバンクホークス,北海道日本ハムファイターズ,5,打,1,0,0,0,0,0,0,0,1
20260523-h-f-07,2026-05-23,谷川原 健太,福岡ソフトバンクホークス,北海道日本ハムファイターズ,6,打,1,1,0,0,0,0,0,0,0
20260523-h-f-07,2026-05-23,野村 勇,福岡ソフトバンクホークス,北海道日本ハムファイターズ,8,三,1,1,1,1,0,0,0,1,1
20260523-h-f-07,2026-05-23,川村 友斗,福岡ソフトバンクホークス,北海道日本ハムファイターズ,1,走,1,0,0,0,0,0,0,0,1
20260523-h-f-07,2026-05-23,淺間 大基,北海道日本ハムファイターズ,福岡ソフトバンクホークス,7,打,1,1,0,0,0,0,0,0,0
20260523-h-f-07,2026-05-23,五十幡 亮汰,北海道日本ハムファイターズ,福岡ソフトバンクホークス,8,打,1,1,0,0,0,0,0,0,0
20260523-l-b-08,2026-05-23,中川 圭太,オリックス・バファローズ,埼玉西武ライオンズ,1,右,4,4,0,0,0,0,0,0,0
20260523-l-b-08,2026-05-23,西川 龍馬,オリックス・バファローズ,埼玉西武ライオンズ,2,左,4,4,0,0,0,0,0,0,0
20260523-l-b-08,2026-05-23,森 友哉,オリックス・バファローズ,埼玉西武ライオンズ,3,指,4,4,2,2,0,0,0,0,2
20260523-l-b-08,2026-05-23,カナリオ,埼玉西武ライオンズ,オリックス・バファローズ,1,右,4,4,2,2,0,0,0,1,2
20260523-l-b-08,2026-05-23,滝澤 夏央,埼玉西武ライオンズ,オリックス・バファローズ,2,二,5,5,1,1,0,0,0,1,1
20260523-l-b-08,2026-05-23,渡部 聖弥,埼玉西武ライオンズ,オリックス・バファローズ,3,三,4,3,1,1,0,0,0,0,2
20260523-l-b-08,2026-05-23,ネビン,埼玉西武ライオンズ,オリックス・バファローズ,4,指,4,3,1,1,0,0,0,0,2
20260523-l-b-08,2026-05-23,小島 大河,埼玉西武ライオンズ,オリックス・バファローズ,5,捕,4,4,2,2,0,0,0,0,2
20260523-l-b-08,2026-05-23,内藤 鵬,オリックス・バファローズ,埼玉西武ライオンズ,4,一,4,4,2,1,1,0,0,0,2
20260523-l-b-08,2026-05-23,宗 佑磨,オリックス・バファローズ,埼玉西武ライオンズ,5,三,4,4,3,3,0,0,0,0,3
20260523-l-b-08,2026-05-23,紅林 弘太郎,オリックス・バファローズ,埼玉西武ライオンズ,6,遊,4,4,1,1,0,0,0,0,1
20260523-l-b-08,2026-05-23,平沢 大河,埼玉西武ライオンズ,オリックス・バファローズ,6,一,4,3,1,1,0,0,0,0,2
20260523-l-b-08,2026-05-23,長谷川 信哉,埼玉西武ライオンズ,オリックス・バファローズ,7,左,4,4,2,1,1,0,0,1,2
20260523-l-b-08,2026-05-23,源田 壮亮,埼玉西武ライオンズ,オリックス・バファローズ,8,遊,4,3,1,1,0,0,0,1,1
20260523-l-b-08,2026-05-23,西川 愛也,埼玉西武ライオンズ,オリックス・バファローズ,9,中,4,4,0,0,0,0,0,0,0
20260523-l-b-08,2026-05-23,野口 智哉,オリックス・バファローズ,埼玉西武ライオンズ,7,二,3,2,0,0,0,0,0,0,0
20260523-l-b-08,2026-05-23,若月 健矢,オリックス・バファローズ,埼玉西武ライオンズ,8,捕,2,2,0,0,0,0,0,0,0
20260523-l-b-08,2026-05-23,渡部 遼人,オリックス・バファローズ,埼玉西武ライオンズ,9,中,3,3,2,2,0,0,0,1,2
20260523-l-b-08,2026-05-23,来田 涼斗,オリックス・バファローズ,埼玉西武ライオンズ,8,打,1,1,0,0,0,0,0,0,0
20260523-l-b-08,2026-05-23,岸 潤一郎,埼玉西武ライオンズ,オリックス・バファローズ,1,左,1,1,0,0,0,0,0,0,0
20260524-d-c-10,2026-05-24,名原 典彦,広島東洋カープ,中日ドラゴンズ,1,右,5,5,2,2,0,0,0,0,2
20260524-d-c-10,2026-05-24,菊池 涼介,広島東洋カープ,中日ドラゴンズ,2,二,5,5,2,1,0,0,1,2,2
20260524-d-c-10,2026-05-24,小園 海斗,広島東洋カープ,中日ドラゴンズ,3,遊,1,1,0,0,0,0,0,0,0
20260524-d-c-10,2026-05-24,村松 開人,中日ドラゴンズ,広島東洋カープ,1,遊,3,3,1,1,0,0,0,0,1
20260524-d-c-10,2026-05-24,田中 幹也,中日ドラゴンズ,広島東洋カープ,2,二,5,3,1,1,0,0,0,0,3
20260524-d-c-10,2026-05-24,ボスラー,中日ドラゴンズ,広島東洋カープ,3,右,5,5,1,1,0,0,0,0,1
20260524-d-c-10,2026-05-24,細川 成也,中日ドラゴンズ,広島東洋カープ,4,左,5,5,0,0,0,0,0,0,0
20260524-d-c-10,2026-05-24,阿部 寿樹,中日ドラゴンズ,広島東洋カープ,5,一,4,3,0,0,0,0,0,0,1
20260524-d-c-10,2026-05-24,石川 昂弥,中日ドラゴンズ,広島東洋カープ,6,三,4,4,2,2,0,0,0,2,2
20260524-d-c-10,2026-05-24,鵜飼 航丞,中日ドラゴンズ,広島東洋カープ,7,中,4,4,2,1,1,0,0,1,2
20260524-d-c-10,2026-05-24,加藤 匠馬,中日ドラゴンズ,広島東洋カープ,8,捕,2,1,0,0,0,0,0,0,1
20260524-d-c-10,2026-05-24,坂倉 将吾,広島東洋カープ,中日ドラゴンズ,4,三,4,4,1,0,1,0,0,0,1
20260524-d-c-10,2026-05-24,モンテロ,広島東洋カープ,中日ドラゴンズ,5,一,4,3,0,0,0,0,0,0,1
20260524-d-c-10,2026-05-24,大盛 穂,広島東洋カープ,中日ドラゴンズ,6,中,4,3,0,0,0,0,0,0,1
20260524-d-c-10,2026-05-24,髙橋 宏斗,中日ドラゴンズ,広島東洋カープ,9,投,2,2,1,1,0,0,0,0,1
20260524-d-c-10,2026-05-24,持丸 泰輝,広島東洋カープ,中日ドラゴンズ,7,捕,4,3,1,0,1,0,0,3,2
20260524-d-c-10,2026-05-24,中村 奨成,広島東洋カープ,中日ドラゴンズ,8,左,4,4,1,1,0,0,0,0,1
20260524-d-c-10,2026-05-24,岡本 駿,広島東洋カープ,中日ドラゴンズ,9,投,1,1,0,0,0,0,0,0,0
20260524-d-c-10,2026-05-24,勝田 成,広島東洋カープ,中日ドラゴンズ,3,遊,2,2,0,0,0,0,0,0,0
20260524-d-c-10,2026-05-24,矢野 雅哉,広島東洋カープ,中日ドラゴンズ,9,打,3,2,0,0,0,0,0,0,1
20260524-d-c-10,2026-05-24,高橋 周平,中日ドラゴンズ,広島東洋カープ,8,打,1,1,1,1,0,0,0,0,1
20260524-d-c-10,2026-05-24,板山 祐太郎,中日ドラゴンズ,広島東洋カープ,9,打,1,1,0,0,0,0,0,0,0
20260524-d-c-10,2026-05-24,佐藤 啓介,広島東洋カープ,中日ドラゴンズ,3,打,1,0,0,0,0,0,0,0,1
20260524-d-c-10,2026-05-24,山本 泰寛,中日ドラゴンズ,広島東洋カープ,1,遊,2,2,0,0,0,0,0,0,0
20260524-d-c-10,2026-05-24,石伊 雄太,中日ドラゴンズ,広島東洋カープ,8,捕,1,1,0,0,0,0,0,0,0
20260524-d-c-10,2026-05-24,カリステ,中日ドラゴンズ,広島東洋カープ,9,打,1,0,0,0,0,0,0,0,1
20260524-db-s-10,2026-05-24,長岡 秀樹,東京ヤクルトスワローズ,横浜DeNAベイスターズ,1,遊,4,4,2,1,1,0,0,0,2
20260524-db-s-10,2026-05-24,サンタナ,東京ヤクルトスワローズ,横浜DeNAベイスターズ,2,左,4,4,2,2,0,0,0,0,2
20260524-db-s-10,2026-05-24,内山 壮真,東京ヤクルトスワローズ,横浜DeNAベイスターズ,3,二,4,3,1,0,1,0,0,0,2
20260524-db-s-10,2026-05-24,オスナ,東京ヤクルトスワローズ,横浜DeNAベイスターズ,4,一,4,4,1,1,0,0,0,0,1
20260524-db-s-10,2026-05-24,三森 大貴,横浜DeNAベイスターズ,東京ヤクルトスワローズ,1,二,4,4,0,0,0,0,0,0,0
20260524-db-s-10,2026-05-24,蝦名 達夫,横浜DeNAベイスターズ,東京ヤクルトスワローズ,2,中,4,4,1,1,0,0,0,0,1
20260524-db-s-10,2026-05-24,筒香 嘉智,横浜DeNAベイスターズ,東京ヤクルトスワローズ,3,一,4,4,0,0,0,0,0,0,0
20260524-db-s-10,2026-05-24,宮﨑 敏郎,横浜DeNAベイスターズ,東京ヤクルトスワローズ,4,三,3,3,0,0,0,0,0,0,0
20260524-db-s-10,2026-05-24,岩田 幸宏,東京ヤクルトスワローズ,横浜DeNAベイスターズ,5,中,4,4,0,0,0,0,0,0,0
20260524-db-s-10,2026-05-24,増田 珠,東京ヤクルトスワローズ,横浜DeNAベイスターズ,6,右,4,4,0,0,0,0,0,0,0
20260524-db-s-10,2026-05-24,鈴木 叶,東京ヤクルトスワローズ,横浜DeNAベイスターズ,7,捕,3,3,1,1,0,0,0,0,1
20260524-db-s-10,2026-05-24,度会 隆輝,横浜DeNAベイスターズ,東京ヤクルトスワローズ,5,右,3,3,2,2,0,0,0,0,2
20260524-db-s-10,2026-05-24,勝又 温史,横浜DeNAベイスターズ,東京ヤクルトスワローズ,6,左,3,3,0,0,0,0,0,0,0
20260524-db-s-10,2026-05-24,石上 泰輝,横浜DeNAベイスターズ,東京ヤクルトスワローズ,7,遊,3,3,2,1,1,0,0,0,2
20260524-db-s-10,2026-05-24,戸柱 恭孝,横浜DeNAベイスターズ,東京ヤクルトスワローズ,8,捕,3,1,0,0,0,0,0,1,1
20260524-db-s-10,2026-05-24,石田 裕太郎,横浜DeNAベイスターズ,東京ヤクルトスワローズ,9,投,2,2,0,0,0,0,0,0,0
20260524-db-s-10,2026-05-24,奥川 恭伸,東京ヤクルトスワローズ,横浜DeNAベイスターズ,8,投,3,3,0,0,0,0,0,0,0
20260524-db-s-10,2026-05-24,武岡 龍世,東京ヤクルトスワローズ,横浜DeNAベイスターズ,9,三,3,3,0,0,0,0,0,0,0
20260524-db-s-10,2026-05-24,ビシエド,横浜DeNAベイスターズ,東京ヤクルトスワローズ,9,打,1,1,0,0,0,0,0,0,0
20260524-e-m-08,2026-05-24,小川 龍成,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,1,二,4,4,2,1,0,1,0,1,2
20260524-e-m-08,2026-05-24,友杉 篤輝,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,2,遊,5,5,2,2,0,0,0,2,2
20260524-e-m-08,2026-05-24,西川 史礁,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,3,右,3,3,1,1,0,0,0,0,1
20260524-e-m-08,2026-05-24,山口 航輝,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,4,指,5,5,4,2,1,0,1,2,4
20260524-e-m-08,2026-05-24,山本 大斗,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,5,中,5,5,0,0,0,0,0,0,0
20260524-e-m-08,2026-05-24,寺地 隆成,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,6,三,2,2,0,0,0,0,0,0,0
20260524-e-m-08,2026-05-24,平良 竜哉,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,1,三,5,4,2,1,0,0,1,3,3
20260524-e-m-08,2026-05-24,佐藤 直樹,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,2,右,5,5,1,1,0,0,0,0,1
20260524-e-m-08,2026-05-24,辰己 涼介,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,3,中,5,4,2,2,0,0,0,0,3
20260524-e-m-08,2026-05-24,浅村 栄斗,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,4,指,4,3,2,2,0,0,0,1,3
20260524-e-m-08,2026-05-24,渡邊 佳明,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,5,一,4,4,2,2,0,0,0,1,2
20260524-e-m-08,2026-05-24,太田 光,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,6,捕,4,4,0,0,0,0,0,0,0
20260524-e-m-08,2026-05-24,村林 一輝,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,7,遊,4,3,1,0,1,0,0,2,2
20260524-e-m-08,2026-05-24,黒川 史陽,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,8,二,4,4,2,2,0,0,0,0,2
20260524-e-m-08,2026-05-24,中島 大輔,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,9,左,4,4,2,1,1,0,0,1,2
20260524-e-m-08,2026-05-24,井上 広大,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,7,左,5,5,1,1,0,0,0,0,1
20260524-e-m-08,2026-05-24,松川 虎生,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,8,捕,4,3,2,2,0,0,0,0,3
20260524-e-m-08,2026-05-24,池田 来翔,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,9,一,4,4,0,0,0,0,0,0,0
20260524-e-m-08,2026-05-24,宮崎 竜成,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,6,打,2,2,0,0,0,0,0,0,0
20260524-e-m-08,2026-05-24,上田 希由翔,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,3,打,2,2,0,0,0,0,0,0,0
20260524-e-m-08,2026-05-24,和田 康士朗,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,1,中,1,1,1,1,0,0,0,0,1
20260524-e-m-08,2026-05-24,ポランコ,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,6,打,1,1,0,0,0,0,0,0,0
20260524-g-t-11,2026-05-24,立石 正広,阪神タイガース,読売ジャイアンツ,1,三,5,5,2,1,0,0,1,2,2
20260524-g-t-11,2026-05-24,中野 拓夢,阪神タイガース,読売ジャイアンツ,2,二,5,5,1,0,1,0,0,0,1
20260524-g-t-11,2026-05-24,森下 翔太,阪神タイガース,読売ジャイアンツ,3,左,5,4,1,1,0,0,0,0,2
20260524-g-t-11,2026-05-24,丸 佳浩,読売ジャイアンツ,阪神タイガース,1,右,3,2,0,0,0,0,0,0,1
20260524-g-t-11,2026-05-24,浦田 俊輔,読売ジャイアンツ,阪神タイガース,2,三,4,3,0,0,0,0,0,1,0
20260524-g-t-11,2026-05-24,キャベッジ,読売ジャイアンツ,阪神タイガース,3,左,4,4,1,0,1,0,0,0,1
20260524-g-t-11,2026-05-24,佐藤 輝明,阪神タイガース,読売ジャイアンツ,4,右,5,4,3,3,0,0,0,1,4
20260524-g-t-11,2026-05-24,大山 悠輔,阪神タイガース,読売ジャイアンツ,5,一,5,5,2,0,2,0,0,2,2
20260524-g-t-11,2026-05-24,木浪 聖也,阪神タイガース,読売ジャイアンツ,6,遊,4,4,0,0,0,0,0,0,0
20260524-g-t-11,2026-05-24,梅野 隆太郎,阪神タイガース,読売ジャイアンツ,7,捕,4,4,1,0,0,0,1,1,1
20260524-g-t-11,2026-05-24,ダルベック,読売ジャイアンツ,阪神タイガース,4,一,4,4,1,1,0,0,0,0,1
