選手名,球団,対球団名,試合,打率,本塁打,打点,盗塁,更新日
池田 陵真,オリックス・バファローズ,阪神タイガース,1,0.000,0,0,0,2026/06/28
池田 陵真,オリックス・バファローズ,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
池田 陵真,オリックス・バファローズ,読売ジャイアンツ,0,,0,0,0,2026/06/28
池田 陵真,オリックス・バファローズ,中日ドラゴンズ,0,,0,0,0,2026/06/28
池田 陵真,オリックス・バファローズ,広島東洋カープ,0,,0,0,0,2026/06/28
池田 陵真,オリックス・バファローズ,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
池田 陵真,オリックス・バファローズ,福岡ソフトバンクホークス,0,,0,0,0,2026/06/28
池田 陵真,オリックス・バファローズ,北海道日本ハムファイターズ,0,,0,0,0,2026/06/28
池田 陵真,オリックス・バファローズ,東北楽天ゴールデンイーグルス,0,,0,0,0,2026/06/28
池田 陵真,オリックス・バファローズ,埼玉西武ライオンズ,0,,0,0,0,2026/06/28
池田 陵真,オリックス・バファローズ,千葉ロッテマリーンズ,0,,0,0,0,2026/06/28
シーモア,オリックス・バファローズ,阪神タイガース,0,,0,0,0,2026/06/28
シーモア,オリックス・バファローズ,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
シーモア,オリックス・バファローズ,読売ジャイアンツ,0,,0,0,0,2026/06/28
シーモア,オリックス・バファローズ,中日ドラゴンズ,0,,0,0,0,2026/06/28
シーモア,オリックス・バファローズ,広島東洋カープ,0,,0,0,0,2026/06/28
シーモア,オリックス・バファローズ,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
シーモア,オリックス・バファローズ,福岡ソフトバンクホークス,5,0.053,0,2,0,2026/06/28
シーモア,オリックス・バファローズ,北海道日本ハムファイターズ,11,0.194,3,8,0,2026/06/28
シーモア,オリックス・バファローズ,東北楽天ゴールデンイーグルス,6,0.091,0,0,0,2026/06/28
シーモア,オリックス・バファローズ,埼玉西武ライオンズ,6,0.100,0,1,0,2026/06/28
シーモア,オリックス・バファローズ,千葉ロッテマリーンズ,9,0.303,0,4,0,2026/06/28
山中 稜真,オリックス・バファローズ,阪神タイガース,3,0.545,0,1,1,2026/06/28
山中 稜真,オリックス・バファローズ,横浜DeNAベイスターズ,3,0.333,0,1,0,2026/06/28
山中 稜真,オリックス・バファローズ,読売ジャイアンツ,3,0.111,0,1,0,2026/06/28
山中 稜真,オリックス・バファローズ,中日ドラゴンズ,3,0.300,0,3,0,2026/06/28
山中 稜真,オリックス・バファローズ,広島東洋カープ,3,0.400,0,1,0,2026/06/28
山中 稜真,オリックス・バファローズ,東京ヤクルトスワローズ,3,0.250,0,1,0,2026/06/28
山中 稜真,オリックス・バファローズ,福岡ソフトバンクホークス,4,0.471,0,2,1,2026/06/28
山中 稜真,オリックス・バファローズ,北海道日本ハムファイターズ,0,,0,0,0,2026/06/28
山中 稜真,オリックス・バファローズ,東北楽天ゴールデンイーグルス,1,0.000,0,0,0,2026/06/28
山中 稜真,オリックス・バファローズ,埼玉西武ライオンズ,5,0.375,0,2,0,2026/06/28
山中 稜真,オリックス・バファローズ,千葉ロッテマリーンズ,0,,0,0,0,2026/06/28
宜保 翔,オリックス・バファローズ,阪神タイガース,2,0.200,0,0,0,2026/06/28
宜保 翔,オリックス・バファローズ,横浜DeNAベイスターズ,1,0.000,0,0,0,2026/06/28
宜保 翔,オリックス・バファローズ,読売ジャイアンツ,1,0.000,0,0,0,2026/06/28
宜保 翔,オリックス・バファローズ,中日ドラゴンズ,1,0.000,0,0,0,2026/06/28
宜保 翔,オリックス・バファローズ,広島東洋カープ,3,0.000,0,0,0,2026/06/28
宜保 翔,オリックス・バファローズ,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
宜保 翔,オリックス・バファローズ,福岡ソフトバンクホークス,2,0.000,0,0,0,2026/06/28
宜保 翔,オリックス・バファローズ,北海道日本ハムファイターズ,1,0.000,0,0,0,2026/06/28
宜保 翔,オリックス・バファローズ,東北楽天ゴールデンイーグルス,0,,0,0,0,2026/06/28
宜保 翔,オリックス・バファローズ,埼玉西武ライオンズ,2,0.500,0,0,0,2026/06/28
宜保 翔,オリックス・バファローズ,千葉ロッテマリーンズ,4,0.250,0,0,2,2026/06/28
窪田 洋祐,オリックス・バファローズ,阪神タイガース,0,,0,0,0,2026/06/28
窪田 洋祐,オリックス・バファローズ,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
窪田 洋祐,オリックス・バファローズ,読売ジャイアンツ,0,,0,0,0,2026/06/28
窪田 洋祐,オリックス・バファローズ,中日ドラゴンズ,0,,0,0,0,2026/06/28
窪田 洋祐,オリックス・バファローズ,広島東洋カープ,1,0.000,0,0,0,2026/06/28
窪田 洋祐,オリックス・バファローズ,東京ヤクルトスワローズ,1,0.000,0,0,0,2026/06/28
窪田 洋祐,オリックス・バファローズ,福岡ソフトバンクホークス,0,,0,0,0,2026/06/28
窪田 洋祐,オリックス・バファローズ,北海道日本ハムファイターズ,0,,0,0,0,2026/06/28
窪田 洋祐,オリックス・バファローズ,東北楽天ゴールデンイーグルス,0,,0,0,0,2026/06/28
窪田 洋祐,オリックス・バファローズ,埼玉西武ライオンズ,0,,0,0,0,2026/06/28
窪田 洋祐,オリックス・バファローズ,千葉ロッテマリーンズ,0,,0,0,0,2026/06/28
平沼 翔太,オリックス・バファローズ,阪神タイガース,1,0.000,0,0,0,2026/06/28
平沼 翔太,オリックス・バファローズ,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
平沼 翔太,オリックス・バファローズ,読売ジャイアンツ,0,,0,0,0,2026/06/28
平沼 翔太,オリックス・バファローズ,中日ドラゴンズ,0,,0,0,0,2026/06/28
平沼 翔太,オリックス・バファローズ,広島東洋カープ,3,0.286,0,1,0,2026/06/28
平沼 翔太,オリックス・バファローズ,東京ヤクルトスワローズ,2,0.429,0,1,0,2026/06/28
平沼 翔太,オリックス・バファローズ,福岡ソフトバンクホークス,1,0.000,0,0,0,2026/06/28
平沼 翔太,オリックス・バファローズ,北海道日本ハムファイターズ,3,0.000,0,0,0,2026/06/28
平沼 翔太,オリックス・バファローズ,東北楽天ゴールデンイーグルス,1,0.000,0,0,0,2026/06/28
平沼 翔太,オリックス・バファローズ,埼玉西武ライオンズ,3,0.000,0,0,0,2026/06/28
平沼 翔太,オリックス・バファローズ,千葉ロッテマリーンズ,3,0.250,0,0,0,2026/06/28
中川 圭太,オリックス・バファローズ,阪神タイガース,3,0.364,0,0,0,2026/06/28
中川 圭太,オリックス・バファローズ,横浜DeNAベイスターズ,3,0.375,0,1,0,2026/06/28
中川 圭太,オリックス・バファローズ,読売ジャイアンツ,3,0.231,1,2,0,2026/06/28
中川 圭太,オリックス・バファローズ,中日ドラゴンズ,3,0.667,0,0,0,2026/06/28
中川 圭太,オリックス・バファローズ,広島東洋カープ,3,0.231,1,1,0,2026/06/28
中川 圭太,オリックス・バファローズ,東京ヤクルトスワローズ,3,0.167,0,2,0,2026/06/28
中川 圭太,オリックス・バファローズ,福岡ソフトバンクホークス,9,0.294,0,3,0,2026/06/28
中川 圭太,オリックス・バファローズ,北海道日本ハムファイターズ,8,0.207,0,4,0,2026/06/28
中川 圭太,オリックス・バファローズ,東北楽天ゴールデンイーグルス,8,0.269,1,5,1,2026/06/28
中川 圭太,オリックス・バファローズ,埼玉西武ライオンズ,12,0.200,1,4,0,2026/06/28
中川 圭太,オリックス・バファローズ,千葉ロッテマリーンズ,9,0.233,0,1,1,2026/06/28
杉本 裕太郎,オリックス・バファローズ,阪神タイガース,2,0.000,0,0,0,2026/06/28
杉本 裕太郎,オリックス・バファローズ,横浜DeNAベイスターズ,1,0.000,0,0,0,2026/06/28
杉本 裕太郎,オリックス・バファローズ,読売ジャイアンツ,1,0.000,0,0,0,2026/06/28
杉本 裕太郎,オリックス・バファローズ,中日ドラゴンズ,2,0.000,0,0,0,2026/06/28
杉本 裕太郎,オリックス・バファローズ,広島東洋カープ,3,0.400,0,1,0,2026/06/28
杉本 裕太郎,オリックス・バファローズ,東京ヤクルトスワローズ,2,0.333,0,2,0,2026/06/28
杉本 裕太郎,オリックス・バファローズ,福岡ソフトバンクホークス,2,0.000,0,1,0,2026/06/28
杉本 裕太郎,オリックス・バファローズ,北海道日本ハムファイターズ,0,,0,0,0,2026/06/28
杉本 裕太郎,オリックス・バファローズ,東北楽天ゴールデンイーグルス,0,,0,0,0,2026/06/28
杉本 裕太郎,オリックス・バファローズ,埼玉西武ライオンズ,2,0.250,0,1,0,2026/06/28
杉本 裕太郎,オリックス・バファローズ,千葉ロッテマリーンズ,0,,0,0,0,2026/06/28
小深田 大翔,東北楽天ゴールデンイーグルス,阪神タイガース,0,,0,0,0,2026/06/28
小深田 大翔,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,3,0.000,0,0,0,2026/06/28
小深田 大翔,東北楽天ゴールデンイーグルス,読売ジャイアンツ,1,0.250,0,0,0,2026/06/28
小深田 大翔,東北楽天ゴールデンイーグルス,中日ドラゴンズ,2,0.333,0,0,0,2026/06/28
小深田 大翔,東北楽天ゴールデンイーグルス,広島東洋カープ,1,0.000,0,0,0,2026/06/28
小深田 大翔,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,3,0.000,0,0,0,2026/06/28
小深田 大翔,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,10,0.250,0,1,3,2026/06/28
小深田 大翔,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,9,0.160,0,0,2,2026/06/28
小深田 大翔,東北楽天ゴールデンイーグルス,オリックス・バファローズ,7,0.200,0,2,0,2026/06/28
小深田 大翔,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,10,0.111,0,2,1,2026/06/28
小深田 大翔,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,7,0.263,0,0,1,2026/06/28
太田 光,東北楽天ゴールデンイーグルス,阪神タイガース,1,0.500,0,0,0,2026/06/28
太田 光,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,3,0.250,0,0,0,2026/06/28
太田 光,東北楽天ゴールデンイーグルス,読売ジャイアンツ,2,0.000,0,0,0,2026/06/28
太田 光,東北楽天ゴールデンイーグルス,中日ドラゴンズ,3,0.200,0,0,0,2026/06/28
太田 光,東北楽天ゴールデンイーグルス,広島東洋カープ,1,0.000,0,0,0,2026/06/28
太田 光,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,2,0.000,0,0,0,2026/06/28
太田 光,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,11,0.179,0,2,0,2026/06/28
太田 光,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,10,0.238,0,0,0,2026/06/28
太田 光,東北楽天ゴールデンイーグルス,オリックス・バファローズ,6,0.368,1,4,0,2026/06/28
太田 光,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,10,0.350,0,1,0,2026/06/28
太田 光,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,7,0.174,0,0,0,2026/06/28
浅村 栄斗,東北楽天ゴールデンイーグルス,阪神タイガース,3,0.222,0,0,0,2026/06/28
浅村 栄斗,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,3,0.167,0,1,0,2026/06/28
浅村 栄斗,東北楽天ゴールデンイーグルス,読売ジャイアンツ,2,0.000,0,0,0,2026/06/28
浅村 栄斗,東北楽天ゴールデンイーグルス,中日ドラゴンズ,3,0.250,0,0,0,2026/06/28
浅村 栄斗,東北楽天ゴールデンイーグルス,広島東洋カープ,3,0.250,0,0,0,2026/06/28
浅村 栄斗,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,3,0.273,0,1,0,2026/06/28
浅村 栄斗,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,10,0.152,0,2,0,2026/06/28
浅村 栄斗,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,10,0.300,3,5,0,2026/06/28
浅村 栄斗,東北楽天ゴールデンイーグルス,オリックス・バファローズ,7,0.217,0,1,0,2026/06/28
浅村 栄斗,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,10,0.216,1,6,0,2026/06/28
浅村 栄斗,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,10,0.355,2,9,1,2026/06/28
村林 一輝,東北楽天ゴールデンイーグルス,阪神タイガース,3,0.273,0,0,0,2026/06/28
村林 一輝,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,3,0.091,0,0,0,2026/06/28
村林 一輝,東北楽天ゴールデンイーグルス,読売ジャイアンツ,3,0.182,0,1,0,2026/06/28
村林 一輝,東北楽天ゴールデンイーグルス,中日ドラゴンズ,3,0.364,0,1,0,2026/06/28
村林 一輝,東北楽天ゴールデンイーグルス,広島東洋カープ,3,0.222,0,2,0,2026/06/28
村林 一輝,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,3,0.250,0,0,0,2026/06/28
村林 一輝,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,12,0.349,3,10,0,2026/06/28
村林 一輝,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,11,0.250,1,4,0,2026/06/28
村林 一輝,東北楽天ゴールデンイーグルス,オリックス・バファローズ,8,0.323,0,3,0,2026/06/28
村林 一輝,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,11,0.205,0,4,1,2026/06/28
村林 一輝,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,9,0.387,0,10,0,2026/06/28
鈴木 大地,東北楽天ゴールデンイーグルス,阪神タイガース,1,0.000,0,0,0,2026/06/28
鈴木 大地,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,2,0.500,0,1,0,2026/06/28
鈴木 大地,東北楽天ゴールデンイーグルス,読売ジャイアンツ,1,0.000,0,0,0,2026/06/28
鈴木 大地,東北楽天ゴールデンイーグルス,中日ドラゴンズ,1,0.000,0,0,0,2026/06/28
鈴木 大地,東北楽天ゴールデンイーグルス,広島東洋カープ,0,,0,0,0,2026/06/28
鈴木 大地,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,2,0.000,0,0,0,2026/06/28
鈴木 大地,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,8,0.375,0,0,0,2026/06/28
鈴木 大地,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,5,0.200,0,0,0,2026/06/28
鈴木 大地,東北楽天ゴールデンイーグルス,オリックス・バファローズ,4,0.091,0,1,0,2026/06/28
鈴木 大地,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,3,0.000,0,0,0,2026/06/28
鈴木 大地,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,5,0.250,0,1,0,2026/06/28
辰己 涼介,東北楽天ゴールデンイーグルス,阪神タイガース,3,0.167,0,0,0,2026/06/28
辰己 涼介,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,3,0.182,0,1,0,2026/06/28
辰己 涼介,東北楽天ゴールデンイーグルス,読売ジャイアンツ,3,0.333,0,1,1,2026/06/28
辰己 涼介,東北楽天ゴールデンイーグルス,中日ドラゴンズ,3,0.182,1,2,0,2026/06/28
辰己 涼介,東北楽天ゴールデンイーグルス,広島東洋カープ,3,0.200,0,0,0,2026/06/28
辰己 涼介,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,3,0.154,0,0,0,2026/06/28
辰己 涼介,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,12,0.366,0,3,1,2026/06/28
辰己 涼介,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,11,0.302,2,2,1,2026/06/28
辰己 涼介,東北楽天ゴールデンイーグルス,オリックス・バファローズ,7,0.346,1,6,0,2026/06/28
辰己 涼介,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,11,0.243,1,4,0,2026/06/28
辰己 涼介,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,10,0.317,0,0,2,2026/06/28
ボイト,東北楽天ゴールデンイーグルス,阪神タイガース,0,,0,0,0,2026/06/28
ボイト,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
ボイト,東北楽天ゴールデンイーグルス,読売ジャイアンツ,0,,0,0,0,2026/06/28
ボイト,東北楽天ゴールデンイーグルス,中日ドラゴンズ,0,,0,0,0,2026/06/28
ボイト,東北楽天ゴールデンイーグルス,広島東洋カープ,0,,0,0,0,2026/06/28
ボイト,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
ボイト,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,6,0.042,0,0,0,2026/06/28
ボイト,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,5,0.067,0,0,0,2026/06/28
ボイト,東北楽天ゴールデンイーグルス,オリックス・バファローズ,3,0.364,0,3,0,2026/06/28
ボイト,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,5,0.143,0,0,0,2026/06/28
ボイト,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,1,0.000,0,0,0,2026/06/28
ゴンザレス,東北楽天ゴールデンイーグルス,阪神タイガース,0,,0,0,0,2026/06/28
ゴンザレス,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
ゴンザレス,東北楽天ゴールデンイーグルス,読売ジャイアンツ,0,,0,0,0,2026/06/28
ゴンザレス,東北楽天ゴールデンイーグルス,中日ドラゴンズ,0,,0,0,0,2026/06/28
ゴンザレス,東北楽天ゴールデンイーグルス,広島東洋カープ,0,,0,0,0,2026/06/28
ゴンザレス,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
ゴンザレス,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,0,,0,0,0,2026/06/28
ゴンザレス,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,3,0.125,0,0,0,2026/06/28
ゴンザレス,東北楽天ゴールデンイーグルス,オリックス・バファローズ,0,,0,0,0,2026/06/28
ゴンザレス,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,0,,0,0,0,2026/06/28
ゴンザレス,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,0,,0,0,0,2026/06/28
黒川 史陽,東北楽天ゴールデンイーグルス,阪神タイガース,3,0.300,0,1,0,2026/06/28
黒川 史陽,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,3,0.444,0,1,0,2026/06/28
黒川 史陽,東北楽天ゴールデンイーグルス,読売ジャイアンツ,3,0.500,0,0,0,2026/06/28
黒川 史陽,東北楽天ゴールデンイーグルス,中日ドラゴンズ,3,0.300,0,0,0,2026/06/28
黒川 史陽,東北楽天ゴールデンイーグルス,広島東洋カープ,3,0.000,0,0,0,2026/06/28
黒川 史陽,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,3,0.111,0,0,0,2026/06/28
黒川 史陽,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,12,0.250,0,3,1,2026/06/28
黒川 史陽,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,11,0.265,0,3,0,2026/06/28
黒川 史陽,東北楽天ゴールデンイーグルス,オリックス・バファローズ,8,0.414,0,2,0,2026/06/28
黒川 史陽,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,11,0.243,1,4,0,2026/06/28
黒川 史陽,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,10,0.179,0,1,0,2026/06/28
伊藤 光,東北楽天ゴールデンイーグルス,阪神タイガース,1,0.000,0,0,0,2026/06/28
伊藤 光,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,2,0.500,1,1,0,2026/06/28
伊藤 光,東北楽天ゴールデンイーグルス,読売ジャイアンツ,0,,0,0,0,2026/06/28
伊藤 光,東北楽天ゴールデンイーグルス,中日ドラゴンズ,0,,0,0,0,2026/06/28
伊藤 光,東北楽天ゴールデンイーグルス,広島東洋カープ,0,,0,0,0,2026/06/28
伊藤 光,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
伊藤 光,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,3,0.000,0,0,0,2026/06/28
伊藤 光,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,7,0.167,0,1,0,2026/06/28
伊藤 光,東北楽天ゴールデンイーグルス,オリックス・バファローズ,3,0.000,0,0,0,2026/06/28
伊藤 光,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,5,0.000,0,0,0,2026/06/28
伊藤 光,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,1,0.500,0,0,0,2026/06/28
繁永 晟,東北楽天ゴールデンイーグルス,阪神タイガース,0,,0,0,0,2026/06/28
繁永 晟,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
繁永 晟,東北楽天ゴールデンイーグルス,読売ジャイアンツ,0,,0,0,0,2026/06/28
繁永 晟,東北楽天ゴールデンイーグルス,中日ドラゴンズ,0,,0,0,0,2026/06/28
繁永 晟,東北楽天ゴールデンイーグルス,広島東洋カープ,0,,0,0,0,2026/06/28
繁永 晟,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
繁永 晟,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,2,0.000,0,0,0,2026/06/28
繁永 晟,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,1,0.000,0,0,0,2026/06/28
繁永 晟,東北楽天ゴールデンイーグルス,オリックス・バファローズ,0,,0,0,0,2026/06/28
繁永 晟,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,2,0.000,0,0,0,2026/06/28
繁永 晟,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,0,,0,0,0,2026/06/28
中島 大輔,東北楽天ゴールデンイーグルス,阪神タイガース,2,0.333,0,0,0,2026/06/28
中島 大輔,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,3,0.500,0,1,0,2026/06/28
中島 大輔,東北楽天ゴールデンイーグルス,読売ジャイアンツ,3,0.143,0,0,0,2026/06/28
中島 大輔,東北楽天ゴールデンイーグルス,中日ドラゴンズ,3,0.250,0,0,0,2026/06/28
中島 大輔,東北楽天ゴールデンイーグルス,広島東洋カープ,1,0.000,0,0,0,2026/06/28
中島 大輔,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,2,0.143,0,0,0,2026/06/28
中島 大輔,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,11,0.250,1,3,2,2026/06/28
中島 大輔,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,9,0.208,0,1,0,2026/06/28
中島 大輔,東北楽天ゴールデンイーグルス,オリックス・バファローズ,7,0.238,0,1,1,2026/06/28
中島 大輔,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,7,0.150,0,1,0,2026/06/28
中島 大輔,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,5,0.235,0,3,1,2026/06/28
マッカスカー,東北楽天ゴールデンイーグルス,阪神タイガース,3,0.091,0,0,0,2026/06/28
マッカスカー,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,3,0.556,0,2,0,2026/06/28
マッカスカー,東北楽天ゴールデンイーグルス,読売ジャイアンツ,3,0.273,1,4,0,2026/06/28
マッカスカー,東北楽天ゴールデンイーグルス,中日ドラゴンズ,1,0.000,0,0,0,2026/06/28
マッカスカー,東北楽天ゴールデンイーグルス,広島東洋カープ,3,0.143,0,0,0,2026/06/28
マッカスカー,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,3,0.364,2,4,0,2026/06/28
マッカスカー,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,1,0.000,0,0,0,2026/06/28
マッカスカー,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,0,,0,0,0,2026/06/28
マッカスカー,東北楽天ゴールデンイーグルス,オリックス・バファローズ,4,0.188,0,5,0,2026/06/28
マッカスカー,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,6,0.316,1,5,0,2026/06/28
マッカスカー,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,4,0.231,1,3,0,2026/06/28
渡邊 佳明,東北楽天ゴールデンイーグルス,阪神タイガース,3,0.000,0,0,0,2026/06/28
渡邊 佳明,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,2,0.000,0,0,0,2026/06/28
渡邊 佳明,東北楽天ゴールデンイーグルス,読売ジャイアンツ,1,0.500,0,1,0,2026/06/28
渡邊 佳明,東北楽天ゴールデンイーグルス,中日ドラゴンズ,2,0.143,0,0,0,2026/06/28
渡邊 佳明,東北楽天ゴールデンイーグルス,広島東洋カープ,2,0.000,0,0,0,2026/06/28
渡邊 佳明,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,1,0.250,1,2,0,2026/06/28
渡邊 佳明,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,9,0.333,0,3,0,2026/06/28
渡邊 佳明,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,5,0.250,0,1,0,2026/06/28
渡邊 佳明,東北楽天ゴールデンイーグルス,オリックス・バファローズ,4,0.444,0,0,0,2026/06/28
渡邊 佳明,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,6,0.353,0,2,0,2026/06/28
渡邊 佳明,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,8,0.211,0,4,0,2026/06/28
佐藤 直樹,東北楽天ゴールデンイーグルス,阪神タイガース,3,0.222,0,0,0,2026/06/28
佐藤 直樹,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,3,0.308,1,5,1,2026/06/28
佐藤 直樹,東北楽天ゴールデンイーグルス,読売ジャイアンツ,3,0.250,0,3,0,2026/06/28
佐藤 直樹,東北楽天ゴールデンイーグルス,中日ドラゴンズ,3,0.091,0,0,0,2026/06/28
佐藤 直樹,東北楽天ゴールデンイーグルス,広島東洋カープ,3,0.111,0,0,1,2026/06/28
佐藤 直樹,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,3,0.500,0,0,1,2026/06/28
佐藤 直樹,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,5,0.294,1,3,0,2026/06/28
佐藤 直樹,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,4,0.200,0,0,0,2026/06/28
佐藤 直樹,東北楽天ゴールデンイーグルス,オリックス・バファローズ,4,0.417,1,1,0,2026/06/28
佐藤 直樹,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,8,0.276,1,3,0,2026/06/28
佐藤 直樹,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,5,0.348,2,2,0,2026/06/28
伊藤 裕季也,東北楽天ゴールデンイーグルス,阪神タイガース,0,,0,0,0,2026/06/28
伊藤 裕季也,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,0,,0,0,0,2026/06/28
伊藤 裕季也,東北楽天ゴールデンイーグルス,読売ジャイアンツ,0,,0,0,0,2026/06/28
伊藤 裕季也,東北楽天ゴールデンイーグルス,中日ドラゴンズ,0,,0,0,0,2026/06/28
伊藤 裕季也,東北楽天ゴールデンイーグルス,広島東洋カープ,0,,0,0,0,2026/06/28
伊藤 裕季也,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,0,,0,0,0,2026/06/28
伊藤 裕季也,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,4,0.111,0,0,0,2026/06/28
伊藤 裕季也,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,7,0.235,1,3,0,2026/06/28
伊藤 裕季也,東北楽天ゴールデンイーグルス,オリックス・バファローズ,0,,0,0,0,2026/06/28
伊藤 裕季也,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,3,0.125,1,2,0,2026/06/28
