選手名,球団,区分,打率,打数,安打,本塁打,打点,更新日
正木 智也,福岡ソフトバンクホークス,対右,0.391,23,9,1,6,2026/05/27
正木 智也,福岡ソフトバンクホークス,対左,0.308,13,4,1,1,2026/05/27
柳町 達,福岡ソフトバンクホークス,対右,0.235,68,16,0,9,2026/05/27
柳町 達,福岡ソフトバンクホークス,対左,0.152,33,5,0,4,2026/05/27
笹川 吉康,福岡ソフトバンクホークス,対右,0.158,19,3,0,1,2026/05/27
笹川 吉康,福岡ソフトバンクホークス,対左,0.200,5,1,0,1,2026/05/27
川村 友斗,福岡ソフトバンクホークス,対右,0.000,5,0,0,0,2026/05/27
川村 友斗,福岡ソフトバンクホークス,対左,0.000,3,0,0,0,2026/05/27
山本 恵大,福岡ソフトバンクホークス,対右,0.313,16,5,1,1,2026/05/27
山本 恵大,福岡ソフトバンクホークス,対左,0.333,9,3,0,0,2026/05/27
太田 光,東北楽天ゴールデンイーグルス,対右,0.200,70,14,0,4,2026/05/27
太田 光,東北楽天ゴールデンイーグルス,対左,0.308,39,12,1,3,2026/05/27
伊藤 光,東北楽天ゴールデンイーグルス,対右,0.158,19,3,0,1,2026/05/27
伊藤 光,東北楽天ゴールデンイーグルス,対左,0.000,6,0,0,0,2026/05/27
YG安田,東北楽天ゴールデンイーグルス,対右,0.143,35,5,0,1,2026/05/27
YG安田,東北楽天ゴールデンイーグルス,対左,0.333,3,1,1,3,2026/05/27
小深田 大翔,東北楽天ゴールデンイーグルス,対右,0.209,67,14,0,5,2026/05/27
小深田 大翔,東北楽天ゴールデンイーグルス,対左,0.154,26,4,0,0,2026/05/27
浅村 栄斗,東北楽天ゴールデンイーグルス,対右,0.300,90,27,4,11,2026/05/27
浅村 栄斗,東北楽天ゴールデンイーグルス,対左,0.178,45,8,1,7,2026/05/27
村林 一輝,東北楽天ゴールデンイーグルス,対右,0.311,119,37,3,23,2026/05/27
村林 一輝,東北楽天ゴールデンイーグルス,対左,0.275,51,14,1,4,2026/05/27
鈴木 大地,東北楽天ゴールデンイーグルス,対右,0.241,29,7,0,2,2026/05/27
鈴木 大地,東北楽天ゴールデンイーグルス,対左,0.000,3,0,0,0,2026/05/27
ボイト,東北楽天ゴールデンイーグルス,対右,0.114,44,5,0,1,2026/05/27
ボイト,東北楽天ゴールデンイーグルス,対左,0.130,23,3,0,2,2026/05/27
黒川 史陽,東北楽天ゴールデンイーグルス,対右,0.264,106,28,1,8,2026/05/27
黒川 史陽,東北楽天ゴールデンイーグルス,対左,0.250,56,14,0,4,2026/05/27
繁永 晟,東北楽天ゴールデンイーグルス,対右,0.000,3,0,0,0,2026/05/27
繁永 晟,東北楽天ゴールデンイーグルス,対左,0.000,6,0,0,0,2026/05/27
渡邊 佳明,東北楽天ゴールデンイーグルス,対右,0.325,40,13,0,3,2026/05/27
渡邊 佳明,東北楽天ゴールデンイーグルス,対左,0.250,20,5,0,3,2026/05/27
伊藤 裕季也,東北楽天ゴールデンイーグルス,対右,0.189,37,7,3,7,2026/05/27
伊藤 裕季也,東北楽天ゴールデンイーグルス,対左,0.182,11,2,0,1,2026/05/27
平良 竜哉,東北楽天ゴールデンイーグルス,対右,0.278,36,10,2,3,2026/05/27
平良 竜哉,東北楽天ゴールデンイーグルス,対左,0.294,34,10,4,7,2026/05/27
ワォーターズ,東北楽天ゴールデンイーグルス,対右,0.000,1,0,0,0,2026/05/27
入江 大樹,東北楽天ゴールデンイーグルス,対右,0.333,3,1,0,0,2026/05/27
入江 大樹,東北楽天ゴールデンイーグルス,対左,0.333,6,2,0,0,2026/05/27
陽 柏翔,東北楽天ゴールデンイーグルス,対右,0.000,1,0,0,0,2026/05/27
金子 京介,東北楽天ゴールデンイーグルス,対左,0.000,2,0,0,0,2026/05/27
辰己 涼介,東北楽天ゴールデンイーグルス,対右,0.296,115,34,3,8,2026/05/27
辰己 涼介,東北楽天ゴールデンイーグルス,対左,0.346,52,18,1,5,2026/05/27
ゴンザレス,東北楽天ゴールデンイーグルス,対右,0.250,4,1,0,0,2026/05/27
ゴンザレス,東北楽天ゴールデンイーグルス,対左,0.000,4,0,0,0,2026/05/27
中島 大輔,東北楽天ゴールデンイーグルス,対右,0.197,76,15,1,3,2026/05/27
中島 大輔,東北楽天ゴールデンイーグルス,対左,0.300,30,9,0,5,2026/05/27
マッカスカー,東北楽天ゴールデンイーグルス,対右,0.053,19,1,0,0,2026/05/27
マッカスカー,東北楽天ゴールデンイーグルス,対左,0.333,9,3,0,5,2026/05/27
佐藤 直樹,東北楽天ゴールデンイーグルス,対右,0.268,41,11,2,4,2026/05/27
佐藤 直樹,東北楽天ゴールデンイーグルス,対左,0.278,36,10,2,2,2026/05/27
阪上 翔也,東北楽天ゴールデンイーグルス,対右,0.000,6,0,0,0,2026/05/27
阪上 翔也,東北楽天ゴールデンイーグルス,対左,0.000,1,0,0,0,2026/05/27
武藤 敦貴,東北楽天ゴールデンイーグルス,対右,0.125,8,1,0,0,2026/05/27
武藤 敦貴,東北楽天ゴールデンイーグルス,対左,0.000,1,0,0,0,2026/05/27
小郷 裕哉,東北楽天ゴールデンイーグルス,対右,0.263,76,20,0,3,2026/05/27
小郷 裕哉,東北楽天ゴールデンイーグルス,対左,0.154,26,4,0,3,2026/05/27
